DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,0.39,0.07,13.62,0
2009-10-02,0.39,0.02,12.71,0
2009-10-03,0.38,0.2,13.83,0
2009-10-04,0.38,0.21,12.91,0
2009-10-05,0.4,4.4,13.78,0
2009-10-06,0.46,8.5,16.22,0
2009-10-07,0.52,20.84,13.19,0
2009-10-08,0.51,1.58,10.84,0
2009-10-09,0.45,3.5,12.63,0
2009-10-10,0.44,0.04,12.87,0
2009-10-11,0.42,3.67,12.85,0
2009-10-12,0.41,0,10.32,0
2009-10-13,0.41,0,9.88,0
2009-10-14,0.41,0,11.29,0
2009-10-15,0.4,0.63,10.6,0
2009-10-16,0.4,0.14,11.53,0
2009-10-17,0.4,0,8.51,0
2009-10-18,0.4,0.02,8.64,0
2009-10-19,0.4,0.16,10.29,0
2009-10-20,0.44,16.04,11.9,0
2009-10-21,0.47,1.56,12.24,0
2009-10-22,0.5,7.7,11.84,0
2009-10-23,0.5,2.46,12.48,0
2009-10-24,0.59,3.63,14.53,0
2009-10-25,0.51,0.34,12.6,0
2009-10-26,0.47,0.1,12.9,0
2009-10-27,0.45,0.02,13.87,0
2009-10-28,0.44,0.07,13.86,0
2009-10-29,0.43,0.07,13.41,0
2009-10-30,0.43,0.5,13.26,0
2009-10-31,0.47,3.34,14.23,0
2009-11-01,0.77,10,12.85,0
2009-11-02,0.65,3.58,9,0
2009-11-03,0.6,5.39,10.78,0
2009-11-04,0.53,0.47,8.95,0
2009-11-05,0.5,0.64,9.25,0
2009-11-06,0.52,2,9.36,0
2009-11-07,0.52,1.07,7.67,0
2009-11-08,0.51,0.23,6.89,0
2009-11-09,0.5,0.01,5.75,0
2009-11-10,0.53,4.84,7.83,0
2009-11-11,0.53,4.05,8.93,0
2009-11-12,0.8,8.24,10.99,0
2009-11-13,1.18,20.54,11.62,0
2009-11-14,1.34,6.09,10.31,0
2009-11-15,1.15,0.51,10.64,0
2009-11-16,1.02,3.62,11.17,0
2009-11-17,0.9,0.06,10.33,0
2009-11-18,0.83,0.42,12.5,0
2009-11-19,0.8,0.24,12.71,0
2009-11-20,0.86,7.17,12.15,0
2009-11-21,1.04,9.36,12.5,0
2009-11-22,1.45,3.63,9.1,0
2009-11-23,1.72,8.06,10.5,0
2009-11-24,1.36,1.88,11.89,0
2009-11-25,1.51,6.55,9.18,0
2009-11-26,1.32,0.82,7.93,0
