DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,0.72,0,11.16,0
2009-10-02,0.71,1.62,14.49,0
2009-10-03,0.72,1.16,17.61,0
2009-10-04,0.69,0,14.67,0
2009-10-05,0.66,0,13.38,0
2009-10-06,0.65,0.11,13.99,0
2009-10-07,0.65,0.13,15.58,0
2009-10-08,0.62,0.32,13.9,0
2009-10-09,0.68,3.64,18.85,0
2009-10-10,0.69,1.68,15.38,0
2009-10-11,0.7,0,11.96,0
2009-10-12,0.66,0,9.58,0
2009-10-13,0.64,0.01,12.88,0
2009-10-14,0.62,0.06,8.1,0
2009-10-15,0.91,16.26,5.26,0
2009-10-16,1.39,12.11,3.36,0
2009-10-17,2.7,26.35,4.59,0
2009-10-18,4.82,9.11,6.5,0.12
2009-10-19,1.93,0,7.06,0.08
2009-10-20,1.42,0,10.89,0.04
2009-10-21,1.22,0,13.92,0.01
2009-10-22,1.11,0,15.31,0
2009-10-23,1.05,6.99,13.99,0
2009-10-24,3.16,28.68,17.11,0
2009-10-25,3.22,0,11.28,0
2009-10-26,1.52,0,10.2,0
2009-10-27,2.58,18.87,10.89,0
2009-10-28,6.92,15.83,14.14,0
2009-10-29,2.7,0.34,12.49,0
2009-10-30,2.15,0.19,12.11,0
2009-10-31,1.93,7.13,15.6,0
2009-11-01,2.09,10.86,9.88,0
2009-11-02,1.78,0,10.13,0
2009-11-03,1.61,0,9.66,0
2009-11-04,1.55,0.95,6.25,0
2009-11-05,1.5,0.84,6.25,0
2009-11-06,1.39,0,4.36,0
2009-11-07,1.32,0,5.73,0
2009-11-08,1.29,0,11.18,0
2009-11-09,1.25,0,12.17,0
2009-11-10,1.3,0.01,12.89,0
2009-11-11,1.33,13.4,7.66,0
2009-11-12,1.61,12.83,5.57,0
2009-11-13,1.44,5.01,9.86,0
2009-11-14,1.49,1.55,11.92,0
2009-11-15,1.36,0,14.19,0
2009-11-16,1.27,0,11.87,0
2009-11-17,1.22,0,7.93,0
2009-11-18,1.19,0.03,8.57,0
2009-11-19,1.21,15.67,11.83,0
2009-11-20,3.22,5.45,9.71,0
2009-11-21,1.6,0.01,8.02,0
2009-11-22,1.42,0,7.26,0
2009-11-23,1.34,3.48,7.52,0
2009-11-24,2.2,6.84,8.14,0
2009-11-25,2.06,2.52,9.11,0
2009-11-26,1.8,0.95,8.54,0
2009-11-27,1.63,3.52,5.16,0
2009-11-28,1.49,0,5.26,0
2009-11-29,1.41,0,7.86,0
2009-11-30,1.44,7.92,7.66,0
2009-12-01,1.42,0,4.58,0
2009-12-02,1.45,12.49,6.49,0
2009-12-03,5.49,8.06,11.53,0
2009-12-04,2.24,0,5.75,0
2009-12-05,2.07,10.08,2.49,2.18
2009-12-06,2.08,0,-1.26,6.55
2009-12-07,1.84,0,0.27,6.16
2009-12-08,1.78,0.88,1.66,5.66
2009-12-09,10.61,25,6.38,5.44
2009-12-10,3.71,0,1.19,2.21
2009-12-11,2.73,0,-3.29,1.99
2009-12-12,2.37,0,-0.71,1.85
2009-12-13,2.95,14.48,2.66,1.57
2009-12-14,2.97,0.07,4.72,0.74
2009-12-15,2.41,0.3,6.87,0.26
2009-12-16,2.16,0,0.01,0.15
2009-12-17,2,0,-2.28,0.14
2009-12-18,1.92,0.49,-2.53,0.17
2009-12-19,2,28.55,-4.63,13.28
2009-12-20,2.05,0.48,-3.9,29.16
2009-12-21,1.92,0.02,-3.14,28.71
2009-12-22,1.85,0,-2.84,28.39
2009-12-23,1.79,0,-6.07,28.07
2009-12-24,1.75,0,-4.94,27.72
2009-12-25,1.79,7.51,1.28,25.23
2009-12-26,16.82,16.65,7.98,9.35
2009-12-27,6,0.01,3.78,3.85
2009-12-28,3.88,0.04,0.01,3.36
2009-12-29,3.17,0.05,-3.48,3.14
2009-12-30,2.74,0,-3.42,2.96
2009-12-31,2.68,7.45,-0.38,6.34
2010-01-01,2.87,0.5,0.41,7.33
2010-01-02,2.57,0.02,-5.14,6.39
2010-01-03,2.3,0.11,-7.09,5.96
2010-01-04,2.2,0.11,-4.54,5.69
2010-01-05,2.11,0.02,-3.64,5.45
2010-01-06,2.04,0.39,-1.55,5.42
2010-01-07,1.97,0.33,-1.21,5.22
2010-01-08,1.97,1.86,-3.1,6.94
2010-01-09,1.87,0,-5.85,6.76
2010-01-10,1.82,0,-7.03,6.39
2010-01-11,1.77,0.1,-5.1,6.12
2010-01-12,1.73,0.04,-3.18,6.03
2010-01-13,1.69,0,-1.74,5.72
2010-01-14,1.67,0,0.73,5.13
2010-01-15,1.67,0,3.05,4.06
2010-01-16,1.69,0.01,4.11,2.69
2010-01-17,2.55,15.83,3.09,1.63
2010-01-18,2.91,0.09,4.45,0.74
2010-01-19,2.06,0,3.39,0.38
2010-01-20,1.87,0.03,1.22,0.27
2010-01-21,1.75,0.01,0.05,0.25
2010-01-22,1.71,0.45,1.36,0.32
2010-01-23,1.65,0,0.41,0.32
2010-01-24,1.64,5.92,4.32,0.24
2010-01-25,7.72,34.03,10.61,0.03
2010-01-26,3.41,0.39,2.27,0.05
2010-01-27,2.53,0,-0.02,0.09
2010-01-28,2.27,0.61,0.11,0.21
2010-01-29,2.01,0,-6.51,0.23
2010-01-30,1.88,3.19,-7.33,1.39
2010-01-31,1.84,0.03,-5.67,3.24
2010-02-01,1.82,0,-3,3.03
2010-02-02,1.79,3.89,-1.67,3.37
2010-02-03,1.84,2.36,-0.95,8.34
2010-02-04,1.78,0,-1.48,7.61
2010-02-05,1.76,12.59,-0.58,8.98
2010-02-06,1.82,34.57,-3.96,46.47
2010-02-07,1.85,0,-7.58,53.3
2010-02-08,1.78,0,-6.28,52.92
2010-02-09,1.75,7.78,-4.1,53.57
2010-02-10,1.78,22.65,-3.19,74.4
2010-02-11,1.72,0,-2.74,82.08
2010-02-12,1.67,0,-3.86,81.53
2010-02-13,1.64,0.14,-4.41,81.13
2010-02-14,1.62,0.01,-3.08,80.61
2010-02-15,1.62,1.96,-2.72,80.61
2010-02-16,1.6,0.51,-2.86,81.89
2010-02-17,1.58,0.29,-3.55,81.61
2010-02-18,1.61,0.02,0.37,81.1
2010-02-19,1.69,0,0.63,80.1
2010-02-20,1.71,0,-0.09,79.07
2010-02-21,1.68,0,0.3,77.73
2010-02-22,1.78,3.29,0.48,76.39
2010-02-23,2.7,2.53,1.3,74.39
2010-02-24,2.47,0.38,1.79,70.03
2010-02-25,2.44,2.39,-0.44,68.16
2010-02-26,2.22,5.76,-3.87,71.96
2010-02-27,2.02,0.36,-0.9,73.34
2010-02-28,1.96,1.37,-0.01,73.12
2010-03-01,2.02,0,1.31,71.3
2010-03-02,2.19,1.98,0.53,68.15
2010-03-03,2.37,3.43,1.87,64.74
2010-03-04,2.5,0.01,0.84,60.87
2010-03-05,2.51,0.04,1.54,58.36
2010-03-06,2.48,0,1.66,54.6
2010-03-07,2.5,0,3.24,48.84
2010-03-08,2.64,0,4.28,39.64
2010-03-09,2.68,0,5.23,28.24
2010-03-10,2.63,0.1,6.98,17.27
2010-03-11,2.67,0.18,9.49,7.46
2010-03-12,3.39,19.57,8.23,2.38
2010-03-13,8.65,36.07,8.52,0.75
2010-03-14,6.47,7.42,8.25,0.26
2010-03-15,4.64,5.26,5.53,0.1
2010-03-16,3.89,0.1,9.11,0.04
2010-03-17,3.4,0,9.62,0.02
2010-03-18,3.13,0,10.33,0.01
2010-03-19,2.94,0,12.31,0
2010-03-20,2.78,0,13.6,0
2010-03-21,2.64,0.01,13.62,0
2010-03-22,2.81,20.57,13.1,0
2010-03-23,2.87,0.61,8.79,0
2010-03-24,2.52,0,9.69,0
2010-03-25,2.39,1.55,12.04,0
2010-03-26,2.54,8.92,5.73,0.09
2010-03-27,2.3,0,2.6,0.14
2010-03-28,2.31,8.88,6.69,0.08
2010-03-29,3.84,5.14,10.82,0.01
2010-03-30,3.14,19.01,4.76,0.06
2010-03-31,3.29,0.65,10.94,0.07
2010-04-01,2.62,0,13.26,0.01
2010-04-02,2.45,0,13.67,0
2010-04-03,2.37,0,13.29,0
2010-04-04,2.29,0,15.69,0
2010-04-05,2.21,0.01,17.15,0
2010-04-06,2.18,0,21.31,0
2010-04-07,2.22,0,22.43,0
2010-04-08,2.22,3.16,20.98,0
2010-04-09,2.61,6.12,10.33,0
2010-04-10,2.09,0,8.76,0
2010-04-11,1.98,0,14.57,0
2010-04-12,1.92,0,13.39,0
2010-04-13,2.06,4.89,7.92,0
2010-04-14,2.05,0,9.45,0
2010-04-15,1.9,0,14.18,0
2010-04-16,1.89,3.78,19.06,0
2010-04-17,1.96,0.97,10.67,0
2010-04-18,1.84,0.02,7.8,0
2010-04-19,1.79,0,10.88,0
2010-04-20,1.75,0,12.17,0
2010-04-21,1.79,2.69,11.25,0
2010-04-22,1.82,0.5,13.79,0
2010-04-23,1.7,0,12.88,0
2010-04-24,1.64,0.02,12.44,0
2010-04-25,1.9,14.61,11.86,0
2010-04-26,2.56,6.61,11.1,0
2010-04-27,2.19,3.39,10.9,0
2010-04-28,1.82,0.44,8.36,0
2010-04-29,1.7,0,11.79,0
2010-04-30,1.64,0,17.15,0
2010-05-01,1.59,0,22.08,0
2010-05-02,1.54,0.52,23.98,0
2010-05-03,1.62,10.01,22.24,0
2010-05-04,1.52,0.04,20.48,0
2010-05-05,1.44,0,19.38,0
2010-05-06,1.39,0,19.81,0
2010-05-07,1.4,0,16.62,0
2010-05-08,1.4,0.15,17.59,0
2010-05-09,1.31,0,9.41,0
2010-05-10,1.29,0,9.75,0
2010-05-11,1.34,5.1,8.33,0
2010-05-12,1.66,5.43,13.52,0
2010-05-13,1.43,0.27,12.14,0
2010-05-14,1.49,0.2,20.65,0
2010-05-15,1.63,0,18.62,0
2010-05-16,1.32,0.09,16.84,0
2010-05-17,1.29,0.37,15,0
2010-05-18,1.53,6.15,10.75,0
2010-05-19,1.43,0.03,14.31,0
2010-05-20,1.32,0,18.94,0
2010-05-21,1.24,0,21.84,0
2010-05-22,1.2,3.08,19.26,0
2010-05-23,1.25,5.74,18.2,0
2010-05-24,1.3,1.86,19.59,0
2010-05-25,1.25,0.36,21.06,0
2010-05-26,1.18,0,24.62,0
2010-05-27,1.13,5.5,24.57,0
2010-05-28,1.26,0.79,18.79,0
2010-05-29,1.2,1.23,20.43,0
2010-05-30,1.12,0,24.06,0
2010-05-31,1.05,6.23,24.24,0
2010-06-01,1.03,1.65,24.36,0
2010-06-02,1.01,0.01,24.61,0
2010-06-03,0.98,0.16,25.26,0
2010-06-04,1.03,7.01,24.8,0
2010-06-05,1.14,0.2,25.45,0
2010-06-06,1.04,7.57,24.55,0
