DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,1.19,0.3,12.75,0
2009-10-02,1.14,4.69,9.91,0
2009-10-03,1.12,0.05,9.65,0
2009-10-04,1.09,0,11.51,0
2009-10-05,1.08,0.31,11.93,0
2009-10-06,1.07,0.07,15.94,0
2009-10-07,1.08,0.22,17.46,0
2009-10-08,1.05,2.33,15.9,0
2009-10-09,1.11,14.09,12.08,0
2009-10-10,1.02,4.95,11.73,0
2009-10-11,1.15,5.13,10.22,0
2009-10-12,1.34,16.31,6.56,0.04
2009-10-13,1.49,10.84,2.22,2.03
2009-10-14,1.57,8.19,0.23,9.42
2009-10-15,1.48,2.84,-0.81,13.18
2009-10-16,1.27,4.94,0.36,15.34
2009-10-17,1.85,10.52,1.23,18.32
2009-10-18,3.05,8.76,1.11,22.2
2009-10-19,2.34,1.15,0.94,21.73
2009-10-20,1.92,0.02,0.77,19.69
2009-10-21,1.75,0.01,1.54,16.06
2009-10-22,1.6,2.87,6.56,10.51
2009-10-23,2.27,1.6,7.47,4.66
2009-10-24,2.19,5.07,6.91,1.84
2009-10-25,2.06,0,8.13,0.95
2009-10-26,1.92,0.61,8.1,0.47
2009-10-27,1.74,0.49,6.93,0.19
2009-10-28,1.67,0.01,6.38,0.11
2009-10-29,1.62,5.63,6.02,0.06
2009-10-30,1.65,1.47,3.52,0.04
2009-10-31,1.49,0.01,1.67,0.03
2009-11-01,1.33,0,2.79,0.03
2009-11-02,1.22,2.21,3.39,0.04
2009-11-03,2.36,13.38,2.46,1.58
2009-11-04,2.95,3.09,2.71,2.25
2009-11-05,2.34,0.02,3.84,1.78
2009-11-06,1.96,2.68,2.84,1.35
2009-11-07,1.72,3.66,4.22,1.89
2009-11-08,1.6,3.97,3.06,1.5
2009-11-09,1.61,0.09,5.02,1.1
2009-11-10,1.48,5.6,1.61,1.63
2009-11-11,1.47,5.9,1.83,5.69
2009-11-12,1.47,0.54,3.32,5.15
2009-11-13,1.37,0.06,6.17,3.52
2009-11-14,1.4,0,5.74,2.27
2009-11-15,1.45,0.35,6.78,1.38
2009-11-16,1.35,0.01,7.17,0.91
2009-11-17,1.31,0,9.91,0.47
2009-11-18,1.27,1.8,8.21,0.22
2009-11-19,1.2,0,6.82,0.12
