DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,1.43,0.2,15.02,0
2009-10-02,1.22,5,18.58,0
2009-10-03,1.22,18.58,17.77,0
2009-10-04,1.1,1.71,18.37,0
2009-10-05,1.36,0.02,19.14,0
2009-10-06,1.1,3.22,19.62,0
2009-10-07,1.66,14.88,18.56,0
2009-10-08,4.69,22.43,15.45,0
2009-10-09,3.29,1.44,13.61,0
2009-10-10,2.19,2.1,14.04,0
2009-10-11,2.82,0.33,16.36,0
2009-10-12,1.83,0.5,18,0
2009-10-13,1.36,5.92,17.82,0
2009-10-14,1.22,5.39,18.64,0
2009-10-15,3.29,15.59,18.39,0
2009-10-16,3.17,6.68,17.45,0
2009-10-17,2.19,8.59,18,0
2009-10-18,4.69,14.94,18.94,0
2009-10-19,4.38,18.21,18.4,0
2009-10-20,4.24,5.53,18.56,0
2009-10-21,12.58,4.08,18.78,0
2009-10-22,3.05,8.34,19.29,0
2009-10-23,4.69,0.71,18.9,0
2009-10-24,3.29,0.12,20.84,0
2009-10-25,3.05,10.35,19.73,0
2009-10-26,2.01,20.08,19.28,0
2009-10-27,2.01,25.89,16.8,0
2009-10-28,3.95,2.04,17.26,0
2009-10-29,4.09,2.9,17.18,0
2009-10-30,3.05,1.59,17.93,0
2009-10-31,4.69,0.03,18.66,0
2009-11-01,1.66,0.94,18.87,0
2009-11-02,1.43,0.71,20.01,0
2009-11-03,1.29,1.09,20.78,0
2009-11-04,1.43,1.66,20.44,0
2009-11-05,1.03,6.23,20.09,0
2009-11-06,0.98,0.39,20.58,0
2009-11-07,0.98,4.39,20.37,0
2009-11-08,1.03,3.49,19.55,0
2009-11-09,0.98,27.79,18.94,0
2009-11-10,1.83,29.49,19.45,0
2009-11-11,1.03,22.52,20,0
2009-11-12,0.92,11.06,19.94,0
2009-11-13,0.92,1.39,20.92,0
2009-11-14,1.03,0.9,22.24,0
2009-11-15,2.6,16.08,21.07,0
2009-11-16,3.05,18.04,19.73,0
2009-11-17,2.71,0.83,18.78,0
2009-11-18,1.16,0.02,19.96,0
2009-11-19,1.92,0,20.74,0
2009-11-20,1.66,0.1,21.3,0
2009-11-21,2.71,1.1,21.21,0
2009-11-22,3.29,0.39,21.48,0
2009-11-23,2.82,11.32,20.23,0
2009-11-24,3.17,23.52,20.11,0
2009-11-25,3.68,13.49,19.93,0
2009-11-26,3.95,17,20.4,0
2009-11-27,3.17,8.83,19.94,0
2009-11-28,2.39,16.4,19.12,0
2009-11-29,3.29,24.22,19.27,0
2009-11-30,3.81,20.31,20.1,0
2009-12-01,1.92,1.19,20.83,0
2009-12-02,1.66,6.93,20.55,0
2009-12-03,2.71,19.11,20.1,0
2009-12-04,2.82,25.34,16.48,0
2009-12-05,4.69,2.44,16.15,0
2009-12-06,3.42,2.49,18.73,0
2009-12-07,4.38,24.5,18.75,0
2009-12-08,4.84,37.08,18.15,0
2009-12-09,4.69,23.74,18,0
2009-12-10,4.38,32.53,17.69,0
2009-12-11,3.29,8.52,19.54,0
