DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,1.09,0.99,12.71,0
2009-10-02,1.08,4.14,8.88,0
2009-10-03,1.05,0.03,8.51,0
2009-10-04,1.03,0,11.08,0
2009-10-05,1.01,0.67,11.08,0
2009-10-06,1.02,0.12,15.29,0
2009-10-07,1.02,0.23,16.61,0
2009-10-08,1.01,1.11,15.62,0
2009-10-09,1.17,20.69,11.27,0
2009-10-10,1.11,5.08,11.11,0
2009-10-11,1.11,3.82,9.66,0
2009-10-12,1.11,16.51,5.54,0.04
2009-10-13,1.46,9.52,0.89,2.56
2009-10-14,1.45,7.37,-0.98,9.05
2009-10-15,1.31,2.24,-1.67,13.29
2009-10-16,1.23,2.43,-0.25,14.09
2009-10-17,1.27,4.17,0.71,14.99
2009-10-18,1.51,4.7,0.39,16.28
2009-10-19,1.54,0.99,-0.01,15.52
2009-10-20,1.59,0.04,1.09,13.74
2009-10-21,1.63,0,2.28,10.53
2009-10-22,2.08,2.97,7.26,6.34
2009-10-23,3.11,2.13,8.06,2.42
2009-10-24,2.67,6.74,6.12,0.83
2009-10-25,2.26,0,7.62,0.39
2009-10-26,1.94,1.02,8.02,0.18
2009-10-27,1.81,0.17,6.47,0.07
2009-10-28,1.67,0.01,6.2,0.04
2009-10-29,1.55,4.87,5.61,0.02
2009-10-30,1.76,1.84,2.14,0.03
2009-10-31,1.65,0,1.1,0.03
2009-11-01,1.53,0,1.75,0.02
2009-11-02,1.44,2.52,1.47,0.23
2009-11-03,1.43,11.56,1.13,3.66
2009-11-04,1.53,3.67,1.05,5.05
2009-11-05,1.51,0.25,2.55,4.42
2009-11-06,1.44,3.36,2.19,3.4
2009-11-07,1.46,3.85,3.13,3.08
2009-11-08,1.48,4.98,2.31,2.43
2009-11-09,1.65,0.02,4.08,1.94
2009-11-10,1.59,5.54,0.8,2.17
2009-11-11,1.51,3.82,1.17,5.39
2009-11-12,1.48,0.22,2.32,5.14
2009-11-13,1.42,0.14,4.87,3.86
2009-11-14,1.43,0,5.15,2.55
2009-11-15,1.4,0.61,6.28,1.56
2009-11-16,1.36,0,5.9,1.03
2009-11-17,1.54,0,8.65,0.59
2009-11-18,1.62,1.71,7.67,0.29
2009-11-19,1.56,0,7.06,0.17
2009-11-20,1.28,0,7.36,0.1
2009-11-21,1.22,0,6.79,0.06
2009-11-22,1.17,0.02,5.53,0.04
2009-11-23,1.15,4.86,5.17,0.03
2009-11-24,1.12,1.13,6.34,0.02
2009-11-25,1.13,0,7.05,0.01
2009-11-26,1.08,0.03,4.57,0
2009-11-27,1.06,1.32,3.54,0
2009-11-28,1.05,4.55,2.72,0.35
2009-11-29,1.03,0,3.63,0.41
2009-11-30,1.01,0.43,7.86,0.18
2009-12-01,1.12,11.28,3.54,0.95
2009-12-02,1.16,0.03,0.82,2.6
2009-12-03,1.09,0,0.28,2.29
2009-12-04,1.05,0.22,0.35,2.11
2009-12-05,1.03,0.11,0.15,2.18
2009-12-06,1,0.01,0.83,1.95
2009-12-07,1,0.46,3.16,1.54
2009-12-08,0.99,10.83,1.55,1.68
2009-12-09,1.09,7.85,0.64,6.18
2009-12-10,1.13,2.43,1.65,7.64
2009-12-11,1.31,9.59,0.45,9.76
2009-12-12,1.45,3.71,-4.02,15.56
2009-12-13,1.24,1.06,-7.69,17.65
2009-12-14,1.14,0.87,-7.95,18.13
2009-12-15,1.08,0.47,-7.98,18.66
2009-12-16,1.05,1.54,-9.27,19.62
2009-12-17,1.01,1.3,-12.29,20.57
2009-12-18,0.99,0.94,-12.81,21.93
2009-12-19,0.97,5.64,-14.19,24.03
2009-12-20,0.97,0.59,-14.82,28.11
2009-12-21,0.96,0.11,-10.33,28.04
2009-12-22,0.94,0.18,-1.31,27.79
2009-12-23,1.04,2.96,2.66,23.69
2009-12-24,1.22,0.26,3.66,19.28
2009-12-25,1.81,9.87,5.26,8.03
2009-12-26,2.01,0.17,-1.3,7.12
2009-12-27,1.48,0.42,-2.11,7.25
2009-12-28,1.31,0.04,-1.72,7.25
2009-12-29,1.18,0.99,-2.73,7.1
2009-12-30,1.12,1.28,0.97,6.76
2009-12-31,1.08,1.67,1.87,5.72
2010-01-01,1.06,0.12,0.94,5.03
2010-01-02,1.04,3.96,-2.88,6.54
2010-01-03,1.02,0.8,-6.41,8.43
2010-01-04,0.98,0.05,-6.18,8.53
2010-01-05,0.99,0.23,-5.87,8.43
2010-01-06,1.01,3.8,-4.28,11.06
2010-01-07,0.98,0.78,-4.36,12.77
2010-01-08,0.94,7.39,-3.73,15.31
2010-01-09,0.96,7.09,-1.78,23.86
2010-01-10,0.96,1.03,-3.57,26.97
2010-01-11,0.93,1.86,-6.13,27.95
2010-01-12,0.88,0.09,-7.24,29.07
2010-01-13,0.87,0.12,-5.9,28.98
2010-01-14,0.86,0.19,-4.91,28.98
2010-01-15,0.85,0.15,-4.5,29.05
2010-01-16,0.83,0.06,-5.13,28.98
2010-01-17,0.83,2.86,-3.83,29.6
2010-01-18,0.85,4.75,-1.4,34.75
2010-01-19,0.82,1.91,-3.22,37.26
2010-01-20,0.79,0.77,-4.52,38.16
2010-01-21,0.78,3.99,-7.47,40.36
2010-01-22,0.76,0.21,-9.47,42.36
2010-01-23,0.73,0.04,-10.25,42.35
2010-01-24,0.7,0.14,-9.69,42.35
2010-01-25,0.69,0.74,-8.51,42.44
2010-01-26,0.7,4.64,-9.69,46.28
2010-01-27,0.65,0,-14.4,47.38
2010-01-28,0.7,2.68,-7.47,48.71
2010-01-29,0.75,1.8,-5.13,50.92
2010-01-30,0.73,1.27,-4.8,51.82
2010-01-31,0.71,1.27,-7.24,53.2
2010-02-01,0.72,0.74,-7.96,53.92
2010-02-02,0.72,1.57,-7.83,54.93
2010-02-03,0.73,6.54,-3.31,57.17
2010-02-04,0.76,2.66,-0.59,63.7
2010-02-05,0.74,0.43,-0.21,63.55
2010-02-06,0.77,3.7,-2.15,65.84
2010-02-07,0.76,1.43,-8.17,67.7
2010-02-08,0.74,0.15,-10.2,68.44
2010-02-09,0.73,0.08,-8.61,68.47
2010-02-10,0.69,5.38,-6.5,69.56
2010-02-11,0.68,7.84,-6.42,78.92
2010-02-12,0.65,2.76,-6.35,83.31
2010-02-13,0.64,0.32,-6.79,84.05
2010-02-14,0.62,0.11,-7.96,84.04
2010-02-15,0.61,0.8,-6.51,84.63
2010-02-16,0.6,0.01,-6.41,84.72
2010-02-17,0.62,0.06,-1.32,84.48
2010-02-18,0.66,0.05,0.16,82.95
2010-02-19,0.72,2.1,0.36,80.64
2010-02-20,1.07,6.19,-1.47,82.01
2010-02-21,0.95,0,-3.38,83.28
2010-02-22,0.87,0,-2.97,82.75
2010-02-23,0.86,0,0.09,80.44
2010-02-24,0.91,0.29,1,75.5
2010-02-25,1.09,1.03,0.73,69.59
2010-02-26,1.27,4.36,1.79,64.79
2010-02-27,1.7,0.28,0.44,62.39
2010-02-28,1.54,0.22,2.62,58.81
