DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,0,19,17.3,0
2009-10-02,0,0.83,16.12,0
2009-10-03,0,0,13.19,0
2009-10-04,0,0,13.34,0
2009-10-05,0,0,14.6,0
2009-10-06,0,15.42,16.51,0
2009-10-07,0,0.17,13.35,0
2009-10-08,0.68,32.38,13.79,0
2009-10-09,14.18,21.12,12.11,0
2009-10-10,6.77,0,9.87,0
2009-10-11,0.61,0,8.63,0
2009-10-12,0.2,1.09,11.92,0
2009-10-13,0.12,0.38,10.82,0
2009-10-14,3.84,16.25,9.09,0
2009-10-15,4.28,8.31,8.37,0
2009-10-16,1.26,0.74,7.6,0
2009-10-17,0.4,0.31,7.56,0
2009-10-18,0.19,0,7.98,0
2009-10-19,0.12,0,11.87,0
2009-10-20,0.09,0,14.44,0
2009-10-21,0.08,0,14.44,0
2009-10-22,0.64,28.97,15.23,0
2009-10-23,12.56,9.53,13.68,0
2009-10-24,5.67,0,10.68,0
2009-10-25,0.74,0.21,13.31,0
2009-10-26,0.37,1.85,13.75,0
2009-10-27,0.59,15.77,11.7,0
2009-10-28,3.45,0.15,13.07,0
2009-10-29,1.14,10.35,14.42,0
2009-10-30,14.18,49.96,16.92,0
2009-10-31,17.93,0,10.14,0
2009-11-01,3.6,0,8.73,0
2009-11-02,0.77,0,12.67,0
2009-11-03,0.44,0.31,9.53,0
2009-11-04,0.29,1.13,10.9,0
2009-11-05,0.2,0,8.82,0
2009-11-06,0.16,0,12.25,0
2009-11-07,0.14,0,16.29,0
2009-11-08,0.13,0,16.43,0
2009-11-09,0.12,0,16.95,0
2009-11-10,0.11,0.03,15.32,0
2009-11-11,0.1,0,11.09,0
2009-11-12,0.09,0,8.6,0
2009-11-13,0.09,0,10.2,0
2009-11-14,0.08,0,12.94,0
2009-11-15,0.08,0.2,14.11,0
2009-11-16,0.08,22.14,13.83,0
2009-11-17,0.73,12.95,9.61,0
2009-11-18,0.93,3.22,6.99,0
2009-11-19,0.71,2.24,7.99,0
2009-11-20,0.42,0,9.67,0
2009-11-21,0.27,0,11.91,0
2009-11-22,0.2,0,10.68,0
2009-11-23,0.16,0.01,9.78,0
2009-11-24,0.23,8.99,10.58,0
2009-11-25,0.82,0.04,9.14,0
2009-11-26,0.54,0.22,5.09,0
2009-11-27,0.28,0,4.72,0
2009-11-28,0.19,0,10.04,0
2009-11-29,0.15,1.37,10.2,0
2009-11-30,0.14,0.06,4.9,0
2009-12-01,0.12,0,5.92,0
2009-12-02,0.64,20.62,3.47,0.26
2009-12-03,5.67,0.06,1.21,1.1
2009-12-04,1.3,0,-1.6,1.04
2009-12-05,0.55,0,-1.83,0.98
2009-12-06,0.34,0.02,-0.83,0.92
2009-12-07,0.27,2.1,1.71,2.57
2009-12-08,3.09,23.98,3.21,2.16
2009-12-09,12.56,1.49,-0.27,1.15
2009-12-10,2.5,0,-5.9,1.05
2009-12-11,0.61,0,-1.89,0.99
2009-12-12,0.53,7.84,1.18,0.95
2009-12-13,5.54,7.1,5.4,0.68
2009-12-14,4.57,0.4,7.53,0.25
2009-12-15,1.7,0,-2.57,0.12
2009-12-16,0.7,0,-2.68,0.11
2009-12-17,0.44,0,0.94,0.1
2009-12-18,0.4,0.61,3.16,0.08
2009-12-19,0.41,1.25,0.6,0.8
2009-12-20,0.37,0.27,-0.68,1.14
2009-12-21,0.29,0.03,0.06,1.25
2009-12-22,0.24,1.77,2.92,0.96
2009-12-23,1.32,7.98,7.26,0.37
2009-12-24,23.52,62.51,8.83,0.06
2009-12-25,48.65,8.37,2.3,0.25
2009-12-26,12.67,0.02,-0.41,0.44
2009-12-27,1.33,1.22,-1.84,1.06
2009-12-28,0.72,0.02,-1.48,1.58
2009-12-29,0.53,0.01,-2.03,1.49
2009-12-30,0.42,3.25,0.23,2.06
2009-12-31,0.48,0.64,0.68,2.03
2010-01-01,0.45,0.06,-6.14,1.84
2010-01-02,0.31,0,-9.34,1.81
2010-01-03,0.18,0,-9.8,1.76
2010-01-04,0.14,0,-10.14,1.7
2010-01-05,0.11,0,-9.71,1.63
2010-01-06,0.1,1.05,-6.22,1.66
2010-01-07,0.1,6.15,-7.32,7.54
2010-01-08,0.09,0.34,-9.76,8.59
2010-01-09,0.09,0.04,-10.78,8.45
2010-01-10,0.09,0,-11.28,8.23
2010-01-11,0.09,0.11,-3.89,7.95
2010-01-12,0.09,0,-5.4,7.78
2010-01-13,0.09,0,-1.71,7.3
2010-01-14,0.08,0,3,6.05
2010-01-15,0.1,0.07,4.01,3.61
2010-01-16,0.18,0,3.49,2.23
2010-01-17,0.32,0.04,3.51,1.34
2010-01-18,0.31,0.24,3.39,0.9
2010-01-19,0.25,0.33,2.8,0.61
2010-01-20,0.37,9.15,5.64,0.34
2010-01-21,1.57,11.03,5.73,0.14
2010-01-22,3.37,0.13,2.91,0.07
2010-01-23,1.27,1.18,7.69,0.03
2010-01-24,7.2,6.02,7.51,0
2010-01-25,2.82,0.21,0.85,0.09
2010-01-26,0.91,0.1,-2.47,0.27
2010-01-27,0.48,2.11,-0.4,0.84
2010-01-28,0.37,0.01,-3.04,2.22
2010-01-29,0.25,1.49,-5.74,2.36
2010-01-30,0.19,2.99,-4.28,6.05
2010-01-31,0.16,0,-2.77,5.81
2010-02-01,0.14,0,-0.51,5.07
2010-02-02,0.14,0.15,1.28,4.39
2010-02-03,0.15,0,-0.66,3.84
2010-02-04,0.16,2.08,0.54,3.69
2010-02-05,4.33,20.03,1.44,5.77
2010-02-06,6.57,1.44,-0.76,11.55
2010-02-07,2.27,0,-2.98,10.79
2010-02-08,1.29,3.41,-2.26,10.66
2010-02-09,0.82,2.27,-5.46,15.06
2010-02-10,0.54,0.1,-3.82,14.88
2010-02-11,0.43,0,-3.55,13.68
2010-02-12,0.35,0.11,-0.88,11.63
2010-02-13,0.32,0.02,-1.71,10.01
2010-02-14,0.31,5.14,-1.28,11.21
2010-02-15,0.3,2.2,-5.3,15.7
2010-02-16,0.3,0.11,-3.35,15.62
2010-02-17,0.31,0,-3.42,15.1
2010-02-18,0.32,0,-1.22,13.56
2010-02-19,0.35,0.1,1.76,10.23
2010-02-20,1.25,0.2,5.57,7.17
2010-02-21,3.34,7.32,6.45,4.22
2010-02-22,6.75,0.5,2.88,1.86
2010-02-23,1.89,0,-0.64,1.56
2010-02-24,0.82,0.05,-3.57,1.49
2010-02-25,0.46,0.01,-2.57,1.41
2010-02-26,0.32,0,-0.68,1.26
2010-02-27,0.28,0,-0.04,1.1
2010-02-28,0.25,0,1.93,0.89
2010-03-01,0.23,0.02,2.22,0.65
2010-03-02,0.2,0.02,2.92,0.52
2010-03-03,0.19,0.01,1.67,0.4
2010-03-04,0.17,0,2.13,0.3
2010-03-05,0.15,0,3.21,0.2
2010-03-06,0.13,0,4.26,0.12
2010-03-07,0.13,1.48,8.6,0.06
2010-03-08,0.14,0.03,8.57,0.02
2010-03-09,0.15,3.36,10.42,0
2010-03-10,0.17,1.23,15.54,0
2010-03-11,4.61,12.13,15.04,0
2010-03-12,2.17,3.95,7.87,0
2010-03-13,1.92,2.92,6.62,0
2010-03-14,1.44,0.38,7.88,0
2010-03-15,1,0,8.75,0
2010-03-16,0.58,0.01,10.27,0
2010-03-17,0.42,0,10.42,0
2010-03-18,0.32,0,11.2,0
2010-03-19,0.27,0,12.7,0
2010-03-20,0.24,0.86,12.36,0
2010-03-21,0.48,12.99,9.02,0
2010-03-22,8.53,10.8,8.93,0
2010-03-23,3.22,0,11.51,0
2010-03-24,0.98,0.1,14.13,0
2010-03-25,4.75,25.81,8.93,0
2010-03-26,11.71,0,5.27,0.01
2010-03-27,2.01,1.15,9.49,0
2010-03-28,1.03,9.93,9.6,0
2010-03-29,1.01,0,9,0
2010-03-30,0.69,0,11.61,0
2010-03-31,0.47,0,17.14,0
2010-04-01,0.37,0,19.54,0
2010-04-02,0.3,0,19.95,0
2010-04-03,4.26,14.57,15.48,0
2010-04-04,2.28,0.26,18.71,0
2010-04-05,0.78,0.86,21.49,0
2010-04-06,0.52,0.02,21.97,0
2010-04-07,0.38,14.29,19.24,0
2010-04-08,0.7,0.15,11.3,0
2010-04-09,0.33,0,12.2,0
2010-04-10,0.23,0,15.73,0
2010-04-11,0.18,0,17.85,0
2010-04-12,0.17,0,19.04,0
2010-04-13,0.15,0,20.46,0
2010-04-14,0.13,0,21.27,0
2010-04-15,0.12,0,21.62,0
2010-04-16,0.12,3.49,18.85,0
2010-04-17,0.1,0,13.83,0
2010-04-18,0.09,0,12.57,0
2010-04-19,0.08,0,12.9,0
2010-04-20,0.08,0,15.29,0
2010-04-21,0.07,0.03,16.49,0
2010-04-22,0.07,2.32,17.69,0
2010-04-23,0.08,3.93,19.65,0
2010-04-24,0.85,16.44,17.43,0
2010-04-25,1.77,5.63,13.62,0
2010-04-26,0.57,1.65,13.36,0
2010-04-27,0.27,2.77,12.3,0
2010-04-28,0.16,0.06,13.62,0
2010-04-29,0.13,0,18.76,0
2010-04-30,0.11,2.07,21.01,0
2010-05-01,2.73,30.92,21.6,0
