DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,0.79,4.85,10.42,0
2009-10-02,0.87,0.09,9.57,0
2009-10-03,0.91,0.86,8.34,0
2009-10-04,0.82,0,10.49,0
2009-10-05,0.78,0,10.96,0
2009-10-06,0.75,0.01,10.52,0
2009-10-07,0.74,0.01,11.26,0
2009-10-08,0.72,0.01,10.26,0
2009-10-09,0.71,0.75,10.55,0
2009-10-10,0.7,0.57,10.38,0
2009-10-11,0.7,0,8.7,0
2009-10-12,0.69,0.1,7.39,0.02
2009-10-13,0.7,9.51,7.16,0.03
2009-10-14,0.96,29.25,9.46,0.01
2009-10-15,2.42,8.65,11.19,0
2009-10-16,2.01,45.79,12.98,0
2009-10-17,11.28,51.44,13.12,0
2009-10-18,8.72,0.7,11.47,0
2009-10-19,4.61,0.02,10.82,0
2009-10-20,3.22,0.98,10.04,0
2009-10-21,2.75,13.5,10.14,0
2009-10-22,2.71,1.43,8.8,0
2009-10-23,5.25,36.41,10,0
2009-10-24,7.49,0.01,9.02,0
2009-10-25,4.84,14.79,7.38,0
2009-10-26,5.18,25.99,7.81,0.04
2009-10-27,5.25,1.12,7.19,0.06
2009-10-28,4.2,4.65,5.69,0.06
2009-10-29,4.42,10.14,7.37,0.21
2009-10-30,5.22,25.89,11.79,0.07
2009-10-31,13.84,3.81,9.19,0.01
2009-11-01,8.88,0,7.16,0.01
2009-11-02,6.07,1.19,7.28,0
2009-11-03,4.84,0.01,8.31,0
2009-11-04,4.08,0.01,9.74,0
2009-11-05,4.08,42.9,9.14,0
2009-11-06,10.05,26.43,6.58,0.13
2009-11-07,11.92,20.78,5.82,0.41
2009-11-08,11.09,8.83,6.21,0.39
2009-11-09,9.55,25.87,6.38,0.46
2009-11-10,11.79,17.6,5.57,0.68
2009-11-11,15.58,6.45,4.56,0.65
2009-11-12,12.29,4.53,4.79,0.55
2009-11-13,10.81,16.32,3.88,2.2
2009-11-14,9.61,4.38,2.23,2.35
2009-11-15,10.02,35.91,5.21,2.07
2009-11-16,51.2,94,8.39,0.96
2009-11-17,69.22,26.38,4.62,1.21
2009-11-18,29.3,32.25,3.25,8.28
2009-11-19,51.83,73.26,6.81,6.68
2009-11-20,73.64,23.45,5.38,2.94
2009-11-21,34.45,31.14,3.11,3.97
2009-11-22,32.55,20.2,3.81,11.54
2009-11-23,25.7,21.43,4.56,8.7
2009-11-24,26.14,5.99,6.69,6.28
2009-11-25,21.87,22.02,6.66,4.56
2009-11-26,23.89,19.57,7.43,2.74
2009-11-27,20.23,0.58,4.55,1.79
2009-11-28,15.74,10.74,5.77,1.41
2009-11-29,16.34,2.92,8.08,0.77
2009-11-30,14.73,1.78,6.34,0.39
2009-12-01,11.92,0.15,4,0.26
