DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,0.6,0.43,13.76,0
2009-10-02,0.45,10.67,15.71,0
2009-10-03,0.42,0,14.26,0
2009-10-04,0.43,0,12.94,0
2009-10-05,0.33,0,13.82,0
2009-10-06,0.29,8.08,15.65,0
2009-10-07,0.24,0.09,14.02,0
2009-10-08,0.26,8.96,14.27,0
2009-10-09,6.67,38.64,18.58,0
2009-10-10,12.26,0.15,12.86,0
2009-10-11,4.22,0.01,11.64,0
2009-10-12,1.79,0.06,13.86,0
2009-10-13,1.16,0.11,14.42,0
2009-10-14,1.15,11.42,9.17,0
2009-10-15,3.23,8.8,9.28,0
2009-10-16,3.51,1.66,7.41,0
2009-10-17,2.08,0.25,6.17,0
2009-10-18,1.32,0,6.04,0
2009-10-19,0.95,0,7.9,0
2009-10-20,0.75,0,11.88,0
2009-10-21,0.61,0,13.05,0
2009-10-22,0.48,0.08,15.3,0
2009-10-23,0.7,17.63,16.23,0
2009-10-24,1.45,0.65,10.96,0
2009-10-25,0.89,0,9.65,0
2009-10-26,0.7,0,11.14,0
2009-10-27,0.55,17.58,11.42,0
2009-10-28,5.48,1.94,13.39,0
2009-10-29,4.12,0.81,14.76,0
2009-10-30,1.8,1.9,19.79,0
2009-10-31,12.35,19.33,10.71,0
2009-11-01,12.8,0,7.57,0
2009-11-02,3.21,0,9,0
2009-11-03,1.68,0,8.63,0
2009-11-04,1.16,1.51,7.6,0
2009-11-05,0.9,0,8.02,0
2009-11-06,0.73,0,7.62,0
2009-11-07,0.6,0,12.92,0
2009-11-08,0.5,0,13.74,0
2009-11-09,0.42,0,14.45,0
2009-11-10,0.36,0,13.93,0
2009-11-11,0.31,0,10.87,0
2009-11-12,0.27,0,8.22,0
2009-11-13,0.24,0,9.33,0
2009-11-14,0.22,0,11.56,0
2009-11-15,0.2,0,12.94,0
2009-11-16,0.18,0.89,12.64,0
2009-11-17,0.17,8.05,11.86,0
2009-11-18,0.17,5.69,7.61,0
2009-11-19,0.18,0.01,7.63,0
2009-11-20,0.24,0,8.55,0
2009-11-21,0.22,0,8.81,0
2009-11-22,0.19,0,8.61,0
2009-11-23,0.17,0.37,9.65,0
2009-11-24,0.15,0.54,11.05,0
2009-11-25,0.13,0.11,10.1,0
2009-11-26,0.12,0.67,5.39,0
2009-11-27,0.11,0.02,3.39,0
2009-11-28,0.1,0,6.49,0
2009-11-29,0.1,0.56,10.7,0
2009-11-30,0.13,8.1,6.73,0
2009-12-01,0.33,0,4.14,0
2009-12-02,0.63,17.52,7,0
2009-12-03,3.44,0.46,4.15,0
2009-12-04,1.88,0,1.12,0
2009-12-05,0.95,0.87,-1.11,0.62
2009-12-06,0.66,0,-1.55,0.8
2009-12-07,0.5,1.12,0.96,1.43
2009-12-08,1.34,22.45,3.63,1.32
2009-12-09,20.93,8.21,6.03,0.32
2009-12-10,9.86,0,-3.9,0.2
2009-12-11,2.19,0,-2.94,0.18
2009-12-12,1.3,0,-0.14,0.17
2009-12-13,1.12,9.19,6.15,0.11
2009-12-14,1.54,0.6,9.02,0.04
2009-12-15,1.43,0.1,4.06,0.01
2009-12-16,1.09,0,-1.78,0.01
2009-12-17,0.9,0,-0.04,0.01
2009-12-18,0.82,10.73,1.75,0.18
2009-12-19,3.08,9.3,1.39,5.91
2009-12-20,5.87,1.61,0.49,7.07
2009-12-21,3.18,0.27,0.16,7.56
2009-12-22,1.93,0,2.24,6.46
2009-12-23,1.44,0.06,5.64,3.84
2009-12-24,1.19,2.91,8.06,1.4
2009-12-25,1.08,9.15,6.86,0.25
2009-12-26,1.25,0,1.91,0.13
2009-12-27,1.16,0.55,1.45,0.2
2009-12-28,1.01,0.18,-2.44,0.66
2009-12-29,0.88,0.01,-1.92,0.8
2009-12-30,0.78,2.88,1.3,0.85
2009-12-31,0.75,5.12,3.37,2.87
2010-01-01,0.73,0.08,-3.21,1.98
2010-01-02,0.67,0.05,-7.5,1.94
2010-01-03,0.61,0,-8.26,1.89
2010-01-04,0.57,0.07,-5.9,1.88
2010-01-05,0.52,0.06,-7.03,1.87
2010-01-06,0.5,0,-6.24,1.83
2010-01-07,0.45,3.16,-4.9,3.16
2010-01-08,0.42,0.29,-8.92,4.89
2010-01-09,0.39,0.78,-6.1,5.43
2010-01-10,0.37,0.11,-7.06,5.69
2010-01-11,0.35,0.39,-4.03,5.62
2010-01-12,0.33,0.08,-3.98,5.81
2010-01-13,0.31,0,-3.06,5.52
2010-01-14,0.3,0,0.71,4.88
2010-01-15,0.29,0.09,3.64,4.1
2010-01-16,0.32,0.01,4.9,2.86
2010-01-17,0.53,18.57,4.28,1.21
2010-01-18,3.86,0.18,2.31,0.6
2010-01-19,2.43,0.75,5.1,0.39
2010-01-20,1.94,10.55,4.55,0.17
2010-01-21,6.52,11.33,6.37,0.07
2010-01-22,12.15,0.82,6.56,0.02
2010-01-23,6.39,0.1,8.34,0.01
2010-01-24,6.39,26.31,9.24,0
2010-01-25,13.26,1.76,3.53,0.08
2010-01-26,4.74,0.4,-1.07,0.43
2010-01-27,2.21,0.03,-1.13,0.54
2010-01-28,1.53,0.01,0.39,0.54
2010-01-29,1.23,1.42,-4.88,0.69
2010-01-30,1.05,7.05,-5.37,7.3
2010-01-31,0.84,0,-5.59,8.15
2010-02-01,0.77,0,-2.22,7.34
2010-02-02,0.74,0.06,1.71,6.26
2010-02-03,0.78,0.02,1.32,5.08
2010-02-04,0.88,0.71,1.14,4.55
2010-02-05,3.29,28.33,2.36,3.6
2010-02-06,13.56,4.96,0,5.38
2010-02-07,5.31,0,-2.69,6.03
2010-02-08,2.21,0.75,-1.02,5.74
2010-02-09,1.76,12.93,-1.14,12.21
2010-02-10,2.97,1.95,-5.55,14.78
2010-02-11,2.19,0.05,-4.04,15.06
2010-02-12,1.51,0,-3.63,14.31
2010-02-13,1.3,0.04,-3.92,13.37
2010-02-14,1.12,0.64,-1.36,12.5
2010-02-15,1.05,6.23,-3.28,16.2
2010-02-16,0.95,0.85,-4.91,18.4
2010-02-17,0.86,0.54,-2.89,18.67
2010-02-18,0.79,0,-2.34,17.84
2010-02-19,0.77,0,0.01,15.78
2010-02-20,0.86,0.05,2.44,12.68
2010-02-21,1.27,0.03,6.21,8.43
2010-02-22,1.89,5.26,5.99,3.09
2010-02-23,1.57,0.49,1.69,1.71
2010-02-24,1.21,0.7,-0.75,1.95
2010-02-25,1.01,0.63,-2.52,2.51
2010-02-26,0.89,0,-0.82,2.6
2010-02-27,0.81,1.12,-0.26,3.07
2010-02-28,0.76,0.12,0.86,3.46
2010-03-01,0.7,0.03,2.15,3.13
2010-03-02,0.65,0.06,1.37,2.74
2010-03-03,0.61,0.11,0.33,2.61
2010-03-04,0.56,0,1.43,2.34
2010-03-05,0.51,0,1.77,1.87
2010-03-06,0.47,0,2.42,1.42
