DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,0.68,0.25,8.24,0
2009-10-02,0.65,1.6,10.02,0
2009-10-03,0.63,3.8,15.27,0
2009-10-04,0.6,0.07,13.21,0
2009-10-05,0.53,0,11.21,0
2009-10-06,0.48,0.21,11.57,0
2009-10-07,0.51,2.89,12.68,0
2009-10-08,0.53,0,11.48,0
2009-10-09,0.49,18.43,12.49,0
2009-10-10,0.68,3.96,11.44,0
2009-10-11,0.66,0,8.51,0
2009-10-12,0.56,0.02,6.3,0
2009-10-13,0.51,0.26,8.35,0
2009-10-14,0.46,0,5.59,0
2009-10-15,0.47,13.13,2,3.88
2009-10-16,0.62,4.65,2.48,12.62
2009-10-17,0.69,3.07,2.83,9.52
2009-10-18,0.69,3.23,4.11,5.98
2009-10-19,0.62,0,5.28,3.89
2009-10-20,0.57,0,9.47,2.22
2009-10-21,0.51,0.17,12.04,0.6
2009-10-22,0.48,0,14.34,0.16
2009-10-23,0.45,5.85,9.34,0.03
2009-10-24,1.61,46.11,14.14,0.01
2009-10-25,3.75,0,9.74,0
2009-10-26,2.76,0,8.7,0
2009-10-27,2.43,7.6,8.21,0
2009-10-28,4.11,23.8,8.88,0
2009-10-29,5.09,1.02,9.86,0
2009-10-30,4.3,0.1,9.52,0
2009-10-31,3.77,7,13.28,0
2009-11-01,3.38,1.82,8.16,0
2009-11-02,2.92,0,6.44,0
2009-11-03,2.59,0.15,6.69,0
2009-11-04,2.32,0.04,4.2,0
2009-11-05,2.16,1.26,4.25,0
2009-11-06,2,0.02,1.6,0.01
2009-11-07,1.81,0,2.47,0.02
2009-11-08,1.7,0,9.22,0.01
2009-11-09,1.61,0,11.15,0
2009-11-10,1.49,0,10.73,0
2009-11-11,1.41,0.01,7.69,0
2009-11-12,1.31,0.01,5.79,0
2009-11-13,1.26,6.35,7.09,0
2009-11-14,1.24,5.81,9.55,0
2009-11-15,1.21,0.42,12.91,0
2009-11-16,1.15,0,8.29,0
2009-11-17,1.15,0,6.2,0
2009-11-18,1.13,0.01,4.9,0
2009-11-19,1.13,6.44,8.03,0
2009-11-20,3.3,16.45,8.73,0
2009-11-21,3.17,0,6.6,0
2009-11-22,2.8,0,6.14,0
2009-11-23,2.5,0.39,4.6,0
2009-11-24,2.25,0.76,7.03,0
2009-11-25,2.13,1.17,6.56,0
2009-11-26,2.03,0.07,7.54,0
2009-11-27,1.87,0.28,3.99,0
2009-11-28,1.72,0.05,4.11,0
2009-11-29,1.62,0,5.32,0
2009-11-30,1.58,4.8,5.21,0
2009-12-01,1.51,0.1,1.45,0.06
2009-12-02,1.45,7.63,4.04,0.07
2009-12-03,6.87,21.38,10.26,0.02
2009-12-04,6.37,0,4.83,0.01
2009-12-05,5.29,9.88,1.01,2.92
2009-12-06,4.64,0.01,-2.28,9.29
2009-12-07,4.01,0.06,-1.98,8.95
2009-12-08,3.58,0.03,-1.62,8.68
2009-12-09,4.43,33.65,2.01,22.51
2009-12-10,4.78,0.01,-2.63,22.06
2009-12-11,3.98,0.07,-8.03,21.2
2009-12-12,3.48,0.04,-5.44,20.52
2009-12-13,3.59,13.01,-2.47,19.79
2009-12-14,4.84,0.01,1.76,16.11
2009-12-15,4.6,0.4,3.32,11
2009-12-16,4.4,0.34,-3.21,8.97
2009-12-17,3.91,0.04,-6.9,8.6
2009-12-18,3.5,0,-6.61,8.32
