DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,0.09,0,13.02,0.31
2009-10-02,0.08,12.82,9.33,0.1
2009-10-03,0.07,10.58,4.72,0.32
2009-10-04,0.07,1.65,5.21,0.2
2009-10-05,0.08,9.73,6.42,0.1
2009-10-06,0.09,9.64,4.21,0.21
2009-10-07,0.09,4.08,2.52,2.32
2009-10-08,0.11,0.24,3.53,2.23
2009-10-09,0.11,0.85,4,1.63
2009-10-10,0.1,0.39,4.77,1.06
2009-10-11,0.09,3,6.58,0.57
2009-10-12,0.08,4.88,7.83,0.23
2009-10-13,0.08,5.33,5.87,0.06
2009-10-14,0.08,4.2,5.06,0.05
2009-10-15,0.09,1.95,5.5,0.05
2009-10-16,0.1,0.92,5.38,0.05
2009-10-17,0.1,1.7,7.13,0.03
2009-10-18,0.09,0.05,9.08,0.02
2009-10-19,0.09,0.03,11.26,0.01
2009-10-20,0.08,0.03,12.94,0
2009-10-21,0.07,0.04,14.51,0
2009-10-22,0.06,1.15,14.02,0
2009-10-23,0.05,0.18,13.93,0
2009-10-24,0.05,0.15,13.23,0
2009-10-25,0.04,18.91,8.73,0
2009-10-26,0.04,0.36,6.15,0
2009-10-27,0.06,0.03,9.69,0
2009-10-28,0.06,6.32,12.26,0
2009-10-29,0.06,7.42,12.99,0
2009-10-30,0.06,0.21,15.84,0
2009-10-31,0.1,1.32,16.97,0
2009-11-01,0.1,0.82,17.85,0
2009-11-02,0.09,1.04,19.32,0
2009-11-03,0.1,0.68,17.21,0
2009-11-04,0.09,0.09,13.53,0
2009-11-05,0.07,0.85,10.52,0
2009-11-06,0.05,0.21,11.91,0
2009-11-07,0.05,0.02,13.6,0
2009-11-08,0.04,0.01,16.21,0
2009-11-09,0.04,0.01,17.5,0
2009-11-10,0.03,0,18.07,0
2009-11-11,0.03,0.03,19,0
2009-11-12,0.02,3.85,17.91,0
2009-11-13,0.02,0.07,15.44,0
2009-11-14,0.02,0.02,18.68,0
2009-11-15,0.02,0.21,18.91,0
2009-11-16,0.02,0.3,19.57,0
2009-11-17,0.01,0.01,15.03,0
2009-11-18,0.01,0.01,17.78,0
2009-11-19,0.01,0.22,23.05,0
2009-11-20,0.01,1.02,23.89,0
2009-11-21,0.01,1.39,19.24,0
2009-11-22,0.01,1.18,18.94,0
2009-11-23,0.01,3.38,12.66,0
2009-11-24,0.01,0.92,14.63,0
2009-11-25,0.01,0.77,19.4,0
2009-11-26,0.01,9.84,18.75,0
2009-11-27,0.01,1.94,15.75,0
2009-11-28,0.01,0,16.64,0
2009-11-29,0.01,3.85,10.86,0
2009-11-30,0.01,3.27,9.04,0
2009-12-01,0.01,0.02,8.97,0
2009-12-02,0,0.06,11.6,0
2009-12-03,0,0,15.04,0
2009-12-04,0.01,0.02,15.58,0
2009-12-05,0,0.03,14.23,0
2009-12-06,0,0.01,16.42,0
2009-12-07,0,0.01,18.12,0
2009-12-08,0,8.72,16.56,0
2009-12-09,0,1.53,13.5,0
2009-12-10,0,2.12,14.78,0
2009-12-11,0,0.08,11.16,0
2009-12-12,0,0,13.62,0
2009-12-13,0,0.5,15.98,0
2009-12-14,0,1.29,14.86,0
2009-12-15,0,0.06,18.03,0
2009-12-16,0,0.01,21.5,0
2009-12-17,0,0.38,22.89,0
2009-12-18,0,4.68,16.84,0
2009-12-19,0,0.46,16.05,0
2009-12-20,0,0.31,15.52,0
2009-12-21,0,0.15,18.38,0
2009-12-22,0,1.42,18.49,0
2009-12-23,0,0.12,20.93,0
2009-12-24,0,0.01,21.71,0
2009-12-25,0,20.81,14.76,0
2009-12-26,0,3.45,11.76,0
2009-12-27,0,8.75,15.09,0
2009-12-28,0,2.13,18.34,0
2009-12-29,0.03,0.01,19.15,0
2009-12-30,0.06,0,18.02,0
2009-12-31,0.05,7.28,17.58,0
2010-01-01,0.04,0.61,19.13,0
2010-01-02,0.02,2.21,18.13,0
2010-01-03,0.02,3.85,15.85,0
2010-01-04,0.01,0.53,16.09,0
2010-01-05,0.01,3.31,18.41,0
2010-01-06,0.01,0.27,19.18,0
2010-01-07,0,0.21,17.01,0
2010-01-08,0,0.04,19.5,0
2010-01-09,0,0.51,21.55,0
2010-01-10,0,0.01,22.77,0
2010-01-11,0,0.03,23.36,0
2010-01-12,0,0,24.91,0
2010-01-13,0,16.97,20.64,0
2010-01-14,0,2.21,15.06,0
2010-01-15,0,0.13,17.99,0
2010-01-16,0,4.15,19.11,0
2010-01-17,0,0.03,16.57,0
2010-01-18,0,2.23,9.48,0.01
2010-01-19,0,0,11.96,0.01
2010-01-20,0,0,16.18,0
2010-01-21,0,0.08,20.2,0
2010-01-22,0,0.11,22.77,0
2010-01-23,0,0.25,21.97,0
2010-01-24,0,0.05,17.42,0
2010-01-25,0,0.1,20.25,0
2010-01-26,0,0.09,21.28,0
2010-01-27,0,9.06,18.85,0
2010-01-28,0,2.48,18.51,0
2010-01-29,0,0.13,18.34,0
2010-01-30,0,0.03,17.39,0
2010-01-31,0,0.06,18.6,0
2010-02-01,0,0.16,18.75,0
2010-02-02,0,0.01,16.54,0
2010-02-03,0,1.95,16.62,0
2010-02-04,0,13.38,16.74,0
2010-02-05,0,33.97,17.05,0
2010-02-06,0,6.01,14.4,0
2010-02-07,0,2.07,16.6,0
2010-02-08,0,0.78,18.84,0
2010-02-09,0,0.04,20.23,0
2010-02-10,0,3.8,20.11,0
2010-02-11,0,6.9,20.06,0
2010-02-12,0,11.8,18.14,0
2010-02-13,0.01,28.55,15.21,0
2010-02-14,0.01,34.9,15.34,0
2010-02-15,0.02,14.21,13.39,0
2010-02-16,0.06,0.04,14.84,0
2010-02-17,0.07,0.02,16.36,0
2010-02-18,0.07,0,15.3,0
2010-02-19,0.05,0,15.51,0
2010-02-20,0.03,0,17.03,0
2010-02-21,0.02,0.09,19.54,0
2010-02-22,0.01,0.94,18.79,0
2010-02-23,0.01,0.01,16.4,0
2010-02-24,0.01,0,14.96,0
2010-02-25,0.01,0.05,15.87,0
2010-02-26,0,0.01,15.93,0
2010-02-27,0,0.81,17.35,0
2010-02-28,0,6.14,16.62,0
2010-03-01,0,0.68,10.96,0
2010-03-02,0,0,12.14,0
2010-03-03,0,0,14.41,0
2010-03-04,0,0,15.47,0
2010-03-05,0,8.25,14.92,0
2010-03-06,0,0.99,18.25,0
2010-03-07,0,28.01,16.93,0
2010-03-08,0.03,6.15,15.87,0
2010-03-09,0.86,0.17,14.09,0
2010-03-10,0.55,1.08,11.94,0
2010-03-11,0.26,0.01,10.64,0
2010-03-12,0.16,0.11,11.83,0
2010-03-13,0.11,0.01,12.07,0
2010-03-14,0.09,0.01,12.56,0
2010-03-15,0.07,0.01,13.79,0
2010-03-16,0.06,0,15.37,0
2010-03-17,0.05,0,16.92,0
2010-03-18,0.04,0,17.67,0
2010-03-19,0.04,0.02,16.42,0
2010-03-20,0.03,0.02,17.41,0
2010-03-21,0.03,0.65,16.42,0
2010-03-22,0.02,0.01,14.1,0
2010-03-23,0.02,0,15.42,0
2010-03-24,0.02,0.02,15.3,0
2010-03-25,0.02,0.03,16.14,0
2010-03-26,0.02,0,16.67,0
2010-03-27,0.02,0.71,16.5,0
2010-03-28,0.01,0.42,16.99,0
2010-03-29,0.01,4.21,14.85,0
2010-03-30,0.01,8.42,13.15,0
2010-03-31,0.02,0.13,12.65,0
