DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,0.36,0.14,10.86,0
2009-10-02,0.35,0.15,10.63,0
2009-10-03,0.36,0.9,11.11,0
2009-10-04,0.35,0.09,8.69,0
2009-10-05,0.34,0,8.33,0
2009-10-06,1.95,14.51,12.45,0
2009-10-07,1.24,4.14,8.17,0
2009-10-08,0.69,0.03,6.7,0
2009-10-09,0.59,3.45,8.12,0
2009-10-10,0.6,0.06,10.5,0
2009-10-11,0.52,0.58,10.69,0
2009-10-12,0.47,0,8.86,0
2009-10-13,0.44,0.01,8.11,0
2009-10-14,0.43,0.33,10.31,0
2009-10-15,0.42,0.18,10.98,0
2009-10-16,0.4,0.2,9.48,0
2009-10-17,0.39,0,5.55,0
2009-10-18,0.39,0.37,6.68,0
2009-10-19,0.38,0.98,8.78,0
2009-10-20,0.75,4.08,8.29,0
2009-10-21,1.04,1.28,10.01,0
2009-10-22,0.67,0.57,10.02,0
2009-10-23,0.8,0.6,10.44,0
2009-10-24,1.51,3.69,11.91,0
2009-10-25,1.24,0.73,10.87,0
2009-10-26,0.97,0.5,10.96,0
2009-10-27,0.88,0.67,12.8,0
2009-10-28,0.9,0.07,12.1,0
2009-10-29,0.8,0.02,10.31,0
2009-10-30,0.78,1.57,11.82,0
2009-10-31,1.52,2.79,12.44,0
2009-11-01,11.93,23.36,9.93,0
2009-11-02,4.87,1.97,6.76,0
2009-11-03,5.12,6.68,7.83,0
2009-11-04,6.16,7.27,6.68,0
2009-11-05,8.67,6.68,7.21,0
2009-11-06,6.23,2.14,6.54,0
2009-11-07,6.56,2.78,5.4,0
2009-11-08,4.91,1.19,5.07,0
2009-11-09,3.91,0.02,3.49,0
2009-11-10,3.4,4.5,5.16,0
2009-11-11,3.35,3.71,5.63,0
2009-11-12,5.7,5.72,7.97,0
2009-11-13,11.47,16.22,7.7,0
2009-11-14,15.87,7.4,7.78,0
2009-11-15,10.71,2.02,7.02,0
2009-11-16,12.43,6.02,7.72,0
2009-11-17,13.54,5.07,7.52,0
2009-11-18,22.22,16.65,10.33,0
2009-11-19,14.73,1.9,11.82,0
2009-11-20,13.8,8.36,9.12,0
2009-11-21,11.97,10.42,9.23,0
2009-11-22,13.44,8.56,6.72,0
2009-11-23,16.45,5.91,7.22,0
2009-11-24,14.48,7.31,9.5,0
2009-11-25,14.23,5.72,6.07,0
2009-11-26,10.93,4.35,5.1,0
2009-11-27,9.53,1.32,4.2,0
2009-11-28,9.32,8,2.3,1.5
2009-11-29,10.79,5.22,2.88,2.97
2009-11-30,9.57,5.78,1.58,2.12
2009-12-01,7.85,3.37,0.17,2.12
