DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,1.92,0,8.35,62.5
2009-10-02,1.89,0,9.4,60.9
2009-10-03,1.88,0.04,11.08,58.74
2009-10-04,1.97,5.3,8.69,56.37
2009-10-05,2.06,9.95,6.99,57.47
2009-10-06,1.88,0,9.58,56.15
2009-10-07,1.6,0,12.76,54.31
2009-10-08,1.49,0.01,13.57,51.96
2009-10-09,1.73,6.3,12.12,49.39
2009-10-10,3.22,29.23,7.73,49.35
2009-10-11,3.69,1.49,6.57,50.21
2009-10-12,2.58,0,8.76,49.28
2009-10-13,2.22,0.81,8.49,48.05
2009-10-14,1.9,2.18,9.07,47.04
2009-10-15,1.86,4.3,9.15,45.74
2009-10-16,1.87,0.21,9.34,44.6
2009-10-17,2.08,1.36,8.95,43.17
2009-10-18,2.26,3.17,8.61,41.77
2009-10-19,2.13,0,9.66,40.04
2009-10-20,1.98,0.74,8.18,38.61
2009-10-21,1.87,0.46,8.94,37.56
2009-10-22,1.93,5.88,12.05,36
2009-10-23,6.55,29.24,7.13,37.03
2009-10-24,5.32,0,7.76,37.54
2009-10-25,3.15,0,9.86,35.94
2009-10-26,2.63,0,12.42,34.28
2009-10-27,2.77,1.01,11.98,32.8
2009-10-28,2.57,0.53,15.25,31.25
2009-10-29,2.8,0.02,15.54,29.19
2009-10-30,3.01,0.02,15.14,27.34
2009-10-31,2.74,0.15,14.08,25.67
2009-11-01,2.78,1.59,12.07,23.98
2009-11-02,3.42,7.34,8.26,23.38
2009-11-03,3.11,0.06,8.32,22.73
2009-11-04,2.35,1.38,7.52,21.93
2009-11-05,2.05,0.3,8.11,21.04
2009-11-06,1.86,3.78,6.84,20.15
2009-11-07,1.75,0.94,7.16,19.42
2009-11-08,1.66,1.94,7.84,18.49
2009-11-09,1.55,0.01,7.96,17.52
2009-11-10,1.39,0,10.04,16.19
2009-11-11,1.39,0,11.87,14.61
2009-11-12,1.41,0.26,12.85,13.22
2009-11-13,1.4,0.57,11.86,12.22
2009-11-14,1.54,0.11,11.63,11.46
2009-11-15,1.76,0,13.75,10.8
2009-11-16,1.75,0.09,12.4,10.22
2009-11-17,1.52,8.2,10.77,10.18
2009-11-18,1.44,14.2,9.45,10.57
2009-11-19,1.76,0.69,10.19,10.95
2009-11-20,1.41,1.53,10.08,10.16
2009-11-21,1.34,0.58,11.4,9.64
2009-11-22,1.39,0.26,14.59,9.09
2009-11-23,1.45,1.43,15.53,8.43
2009-11-24,2.04,5.84,10.81,7.97
2009-11-25,2.65,0.32,11.24,7.55
2009-11-26,2.29,0.02,12.34,7.02
2009-11-27,2,0.01,13.84,6.37
2009-11-28,1.76,0.17,13.24,5.65
2009-11-29,1.84,0.13,11.71,5.05
2009-11-30,1.65,0.02,12.45,4.42
2009-12-01,1.41,0.06,12.42,3.8
2009-12-02,1.3,0,14.15,3.32
2009-12-03,1.25,0,16.22,2.94
2009-12-04,1.29,0.2,16.05,2.62
2009-12-05,1.36,0.12,14.01,2.32
2009-12-06,1.55,1.05,14.61,2.04
2009-12-07,1.51,1.46,13.91,1.77
2009-12-08,1.46,0.28,13.74,1.5
2009-12-09,1.44,0.22,15.65,1.23
2009-12-10,1.29,0.45,16.33,0.94
2009-12-11,1.29,0.06,17.52,0.65
2009-12-12,1.39,0,18.37,0.35
2009-12-13,1.56,0.17,17.13,0.14
2009-12-14,1.49,0,17.02,0.05
2009-12-15,1.28,0,17.95,0.01
2009-12-16,1.29,0,18.83,0
2009-12-17,1.29,0,18.5,0
2009-12-18,1.27,0.04,16.14,0
2009-12-19,1.28,0,15.76,0
2009-12-20,1.34,0,16.5,0
2009-12-21,1.33,0,16.69,0
2009-12-22,1.15,0,17.09,0
2009-12-23,1.03,0,15.64,0
2009-12-24,1.09,0.09,17.45,0
2009-12-25,1.21,0.24,17.25,0
2009-12-26,1.21,0,16.39,0
2009-12-27,1.16,0.01,15.38,0
2009-12-28,1.16,0.03,14.29,0
2009-12-29,1,0.2,13.24,0
2009-12-30,0.94,0.01,16.3,0
2009-12-31,0.95,3.19,16.52,0
2010-01-01,1.21,0.01,16.77,0
2010-01-02,1.24,0,19.41,0
2010-01-03,1.17,0,18.25,0
2010-01-04,1.11,0.26,17.08,0
2010-01-05,0.97,0.02,15.73,0
2010-01-06,0.85,0.01,16.28,0
2010-01-07,0.81,0.02,16.92,0
2010-01-08,0.88,0,17.23,0
2010-01-09,0.88,0,17.29,0
2010-01-10,0.82,0,17.56,0
2010-01-11,0.79,5.05,14.03,0.04
2010-01-12,0.73,0.01,13.9,0.27
2010-01-13,0.66,0,16.14,0.09
2010-01-14,0.64,0,18.48,0.02
2010-01-15,0.62,0.08,19.77,0
2010-01-16,0.63,0.22,19.8,0
2010-01-17,0.68,0.49,19.1,0
2010-01-18,0.68,3.37,17.45,0
2010-01-19,0.61,0,18.56,0
2010-01-20,0.65,0,20.21,0
2010-01-21,0.64,0,21.59,0
2010-01-22,0.61,0,20.53,0
2010-01-23,0.6,0.07,20.46,0
2010-01-24,0.65,0.34,21.44,0
2010-01-25,0.68,0.26,21.33,0
2010-01-26,0.63,0.06,20.78,0
2010-01-27,0.64,0,21.01,0
2010-01-28,0.6,0,20.38,0
2010-01-29,0.57,0,18.13,0
2010-01-30,0.56,0,18.02,0
2010-01-31,0.61,0,18.15,0
2010-02-01,0.64,0,18.71,0
2010-02-02,0.56,1.19,17.43,0
2010-02-03,0.55,1.06,13.71,0
2010-02-04,0.55,0.11,15.51,0
2010-02-05,0.54,0.81,15.72,0
2010-02-06,0.55,0.7,14.98,0
2010-02-07,0.6,2.65,14.74,0
2010-02-08,0.59,0,17.41,0
2010-02-09,0.55,0.01,17.67,0
2010-02-10,0.56,0,18.49,0
2010-02-11,0.57,0,19.46,0
2010-02-12,0.58,0,19.32,0
2010-02-13,0.54,0,18.66,0
2010-02-14,0.62,0.01,18,0
2010-02-15,0.63,0.02,17.26,0
2010-02-16,0.56,0,17.4,0
2010-02-17,0.53,1.06,16.58,0
2010-02-18,0.54,0,15.23,0
2010-02-19,0.52,0.01,15.87,0
2010-02-20,0.53,0,17.33,0
2010-02-21,0.57,0.19,17.84,0
2010-02-22,0.59,0.05,15.89,0
2010-02-23,0.57,0,16.7,0
2010-02-24,0.55,0,18.3,0
2010-02-25,0.54,0.45,16.23,0
2010-02-26,0.55,0.23,16.29,0
2010-02-27,8.62,0.34,18.87,0
2010-02-28,14.5,0.24,18.83,0
2010-03-01,14.75,0.24,18.15,0
2010-03-02,13.76,0.69,15.8,0
2010-03-03,14.38,0.01,16.07,0
2010-03-04,13.4,0,17.06,0
2010-03-05,13.4,0,18.25,0
2010-03-06,11.92,0,19.84,0
2010-03-07,10.83,0.22,17.13,0
2010-03-08,10.1,0.15,15.68,0
2010-03-09,9.87,0,17.25,0
2010-03-10,6.13,0,18.46,0
2010-03-11,5.48,0,17.75,0
2010-03-12,7.3,0.39,17.25,0
2010-03-13,7.6,0.1,16.53,0
2010-03-14,7.93,0,16.86,0
2010-03-15,6.22,0,17.93,0
2010-03-16,5.03,0,16.13,0
2010-03-17,4.72,0.1,14.54,0
2010-03-18,4.69,0.02,14.83,0
2010-03-19,4.67,0,16.12,0
2010-03-20,4.84,0.13,15.76,0
2010-03-21,5.37,0.37,13.43,0
2010-03-22,5.3,0,12.55,0
2010-03-23,4.74,0,14.25,0
2010-03-24,4.61,0,16.58,0
2010-03-25,4.72,0,17.33,0
2010-03-26,4.67,0,16.34,0
2010-03-27,4.98,0,16.6,0
2010-03-28,5.52,0,16.94,0
2010-03-29,5.83,0,17.26,0
2010-03-30,5.12,0,19.41,0
2010-03-31,4.97,0.2,15.93,0
2010-04-01,4.98,0.01,13.95,0
2010-04-02,6.02,0,13.59,0
2010-04-03,6.43,0,14.24,0
2010-04-04,6.45,0,16.43,0
2010-04-05,6.32,0,16.27,0
2010-04-06,5.26,0.01,14.66,0
2010-04-07,5.19,0.03,15.43,0
2010-04-08,5.05,0,16.16,0
2010-04-09,4.33,0.05,14.68,0
2010-04-10,3.47,0.04,13.46,0
2010-04-11,4.56,0,13.57,0
2010-04-12,4.84,0,12.84,0
2010-04-13,3,0,11.86,0
2010-04-14,1.89,0,13.46,0
2010-04-15,1.9,0,14.35,0
2010-04-16,1.94,9.15,11.38,0.01
2010-04-17,2.62,0.57,10.5,0.02
2010-04-18,2.21,4.43,10.16,0.41
2010-04-19,2.04,0.1,9.57,0.43
2010-04-20,2,0,9.24,0.24
2010-04-21,2.29,0.02,8.39,0.13
2010-04-22,3.12,0,8.31,0.08
2010-04-23,3.45,0.08,8.11,0.04
2010-04-24,3.93,0.14,7.77,0.02
2010-04-25,4.24,0,7.65,0.01
2010-04-26,4.29,0,8.83,0.01
2010-04-27,4.08,0.01,10.04,0
2010-04-28,3.97,0,9.6,0
2010-04-29,3.98,0,11.19,0
2010-04-30,3.81,0,12.79,0
2010-05-01,4.03,0,12.3,0
2010-05-02,4.15,0.14,11.32,0
2010-05-03,4.12,0.01,12.39,0
2010-05-04,10.74,0.44,12.22,0
2010-05-05,15.49,33.18,8.67,0.88
2010-05-06,18.31,0.24,8.88,2.36
2010-05-07,16.59,0,7.6,1.87
2010-05-08,NA,0,8.9,1.42
2010-05-09,NA,0,10.93,0.99
2010-05-10,NA,0,11.49,0.66
2010-05-11,NA,0.01,11.07,0.43
2010-05-12,NA,0.07,11.25,0.27
2010-05-13,NA,0.01,12.66,0.15
2010-05-14,NA,23.84,8.35,1
