DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,0.61,0,13.97,0
2009-10-02,0.61,0,13.88,0
2009-10-03,0.61,0.03,9.69,0
2009-10-04,0.61,1.3,6.12,0.08
2009-10-05,0.63,0,8.45,0.15
2009-10-06,0.62,0,10.96,0.1
2009-10-07,0.62,0,13.33,0.05
2009-10-08,0.61,0,13.51,0.03
2009-10-09,0.61,0,13.88,0.01
2009-10-10,0.61,0,14.86,0.01
2009-10-11,0.6,0,12.94,0
2009-10-12,0.61,1.5,9.24,0
2009-10-13,0.81,50.76,7.31,0.96
2009-10-14,1.64,14.99,9.55,0.55
2009-10-15,1.43,1.42,10.97,0.19
2009-10-16,0.99,0,14.42,0.07
2009-10-17,0.86,0,14.97,0.01
2009-10-18,0.81,0.36,12.95,0
2009-10-19,0.81,3.69,6.61,0.13
2009-10-20,0.81,0,9.27,0.13
2009-10-21,0.77,0,11.79,0.06
2009-10-22,0.76,0,12.12,0.02
2009-10-23,0.74,0,14.11,0.01
2009-10-24,0.74,0,12.71,0
2009-10-25,0.73,0,13.09,0
2009-10-26,0.72,0.29,12.4,0
2009-10-27,0.72,0.03,4.89,0.01
2009-10-28,0.72,0.01,4.01,0.02
2009-10-29,0.72,0,7.49,0.01
2009-10-30,0.73,0,11.11,0.01
2009-10-31,0.73,0,11.43,0
2009-11-01,0.73,0,11.93,0
2009-11-02,0.72,0,12.61,0
2009-11-03,0.72,0,12.48,0
2009-11-04,0.72,0,11.64,0
2009-11-05,0.72,1.44,8.86,0
2009-11-06,0.74,12.6,7.78,0
2009-11-07,0.88,0.08,5.63,0
2009-11-08,0.79,0,5.37,0
2009-11-09,0.76,4.66,5.4,0.16
2009-11-10,0.76,0.03,6.61,0.92
2009-11-11,0.75,3.13,6.5,0.69
2009-11-12,0.79,0.4,3.78,1.17
2009-11-13,0.76,0.19,2.65,1.07
2009-11-14,0.75,0.04,3.51,1.13
2009-11-15,0.74,0,5.03,0.96
2009-11-16,0.74,0,5.72,0.76
2009-11-17,0.76,10.29,5.95,1.04
2009-11-18,0.85,0.12,2.46,2.95
2009-11-19,0.77,0,5.06,2.43
2009-11-20,0.84,18.79,2.75,7.42
2009-11-21,0.89,0.83,1.38,14.34
2009-11-22,0.82,2.71,2.4,14.34
2009-11-23,0.86,0,3.49,12.99
2009-11-24,0.8,0,6.6,10.34
2009-11-25,0.79,0,6.71,7.76
2009-11-26,0.79,0,6.13,5.88
2009-11-27,0.84,7.03,4.21,6.09
2009-11-28,0.86,0,3.52,6.5
2009-11-29,0.79,0,5.04,5.95
2009-11-30,0.78,0,5.04,5.08
2009-12-01,0.77,0,4.67,4.09
2009-12-02,0.77,0,3.45,3.36
2009-12-03,0.76,0,3.51,2.91
2009-12-04,0.75,0,3.45,2.58
2009-12-05,0.75,0,0.06,2.4
2009-12-06,0.74,1.6,-3.48,2.74
2009-12-07,0.75,0.6,-4.7,4.16
2009-12-08,0.72,0,-5.64,4.09
2009-12-09,0.67,0,-3.92,3.87
2009-12-10,0.68,0.09,-2.19,3.61
2009-12-11,0.79,14.03,-0.27,6.54
2009-12-12,1.29,20.2,2.22,14.16
2009-12-13,2.08,6.88,2.19,19.7
2009-12-14,1.22,0.81,2.44,20.01
2009-12-15,0.99,15.02,3.07,21.74
2009-12-16,1.63,9.24,3.35,27.8
2009-12-17,1.29,0.01,3.16,25.75
2009-12-18,1.05,0,4.87,22.96
2009-12-19,0.97,0,5.47,20.2
2009-12-20,0.94,3.63,4.57,18.16
2009-12-21,1.12,14.54,4.1,16.07
2009-12-22,2.02,0.07,-1.81,17.75
2009-12-23,1.33,0,0.62,17.38
2009-12-24,1.1,0,2.25,16.86
2009-12-25,1,0,1.76,16.25
2009-12-26,0.94,0.8,0.33,15.88
2009-12-27,0.94,4.22,1.02,17.99
2009-12-28,0.92,0.12,0.17,18.37
2009-12-29,0.89,5.31,-0.59,18.81
2009-12-30,1.02,4.83,0.7,25.22
2009-12-31,0.98,1.35,2.47,25.61
2010-01-01,1.03,12.87,4.25,25.06
2010-01-02,1.41,1.02,4.5,22.36
2010-01-03,1.17,0,3.72,20.44
2010-01-04,1.07,0,3.25,19.15
2010-01-05,1,0,5,17.66
2010-01-06,0.97,1.19,5.54,15.35
2010-01-07,0.97,0.01,5.62,12.53
2010-01-08,1,4.19,4.63,11.27
2010-01-09,1.06,0.05,4.55,9.96
2010-01-10,1.03,0.01,5.18,8.8
2010-01-11,1.01,0.05,6.53,7.92
2010-01-12,2,33.97,5.74,9.06
2010-01-13,4.08,17.9,3.92,11.02
2010-01-14,2.52,0,3.62,10.79
2010-01-15,1.84,0,4.48,10.14
2010-01-16,1.55,0.52,5.12,9.58
2010-01-17,2.12,32.75,2.66,15.04
2010-01-18,9.01,37.79,2.56,30.47
2010-01-19,14.71,40.49,1.14,53.72
2010-01-20,14.57,44.77,0.55,82.1
2010-01-21,9.37,19.61,0.12,107.71
2010-01-22,4.9,10.27,-0.69,117.33
2010-01-23,3.02,6.03,-1.02,121.4
2010-01-24,2.63,10.8,-0.14,125.06
2010-01-25,8.58,23.6,1.6,133.68
2010-01-26,8.87,4.73,1.7,140.12
2010-01-27,3.93,0,1.21,137.38
2010-01-28,2.77,0,2.81,134.48
2010-01-29,2.29,1.96,2.72,131.55
2010-01-30,2.58,12.11,1.69,135
2010-01-31,2.44,0.04,1.42,134.99
2010-02-01,2.16,0.25,1.37,133.78
2010-02-02,2.08,0.72,1.36,132.9
2010-02-03,1.94,1.74,2.2,132.44
2010-02-04,1.93,10.62,2.86,131.71
2010-02-05,3.34,13.95,3.24,137
2010-02-06,9.95,11.74,2.7,138.34
2010-02-07,4.85,0.09,1.89,137.26
2010-02-08,3.37,1.69,0.73,135.41
2010-02-09,3.89,5.41,1.99,136.33
2010-02-10,2.99,0.61,1.7,135.1
2010-02-11,2.44,3.6,3.39,134.28
2010-02-12,2.24,2.86,4.54,133.34
2010-02-13,2.11,0.02,4.67,130.27
2010-02-14,2.01,0.29,5.37,128.24
2010-02-15,1.95,0,6.42,125.69
2010-02-16,1.95,0,7.25,121.25
2010-02-17,2.04,0,7.16,116.37
