DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,0.65,0.01,8.75,0
2009-10-02,0.72,3.67,10.94,0
2009-10-03,0.98,5,10.39,0
2009-10-04,0.73,1.19,8.11,0
2009-10-05,0.68,0.43,8,0
2009-10-06,1.69,12.36,9.7,0
2009-10-07,1.08,0.02,7.3,0
2009-10-08,0.83,0.05,7.58,0
2009-10-09,0.75,5.85,8.39,0
2009-10-10,0.71,0.85,10.49,0
2009-10-11,0.67,0.97,10.07,0
2009-10-12,0.62,0,6.96,0
2009-10-13,0.61,1.18,9.34,0
2009-10-14,0.59,0.44,11.97,0
2009-10-15,0.57,0.56,12.42,0
2009-10-16,0.55,0.05,8.52,0
2009-10-17,0.53,0.01,6.53,0
2009-10-18,0.6,1.57,9.34,0
2009-10-19,1.19,4.86,9.83,0
2009-10-20,0.88,3.11,8.14,0
2009-10-21,0.82,6.04,10.53,0
2009-10-22,0.71,0.22,10.05,0
2009-10-23,0.7,2.75,10.43,0
2009-10-24,1.02,10.14,11.27,0
2009-10-25,1.71,11.87,10.89,0
2009-10-26,1.4,0.21,10.15,0
2009-10-27,1.17,4.46,11.78,0
2009-10-28,1.11,2.56,12.61,0
2009-10-29,0.99,1.76,12.1,0
2009-10-30,0.98,7.03,12.59,0
2009-10-31,1.21,6.06,12.28,0
2009-11-01,11.79,30.5,10,0
2009-11-02,5.62,6.46,7.63,0
2009-11-03,5.93,22.51,7.62,0
2009-11-04,10.19,5.28,6.12,0
2009-11-05,9.94,0.82,4.36,0
2009-11-06,6.71,7.62,5.36,0
2009-11-07,7.4,7.34,5.45,0
2009-11-08,4.79,1.09,4.44,0
2009-11-09,3.5,0.01,2.85,0
2009-11-10,2.91,2.1,5.25,0
2009-11-11,2.42,0.3,4.67,0
2009-11-12,2.61,9.72,7.99,0
2009-11-13,7.32,13.74,7.37,0
2009-11-14,10.28,11.08,8.16,0
2009-11-15,5.25,1.73,7.6,0
2009-11-16,4.59,13.4,7.7,0
2009-11-17,8.93,10.62,7.49,0
2009-11-18,18.28,23.01,7.73,0
2009-11-19,37.4,28.97,11.89,0
2009-11-20,16.51,15.29,9.37,0
2009-11-21,9.27,11.31,8.33,0
2009-11-22,10.19,11.85,7.56,0
2009-11-23,7.08,9.17,7.36,0
2009-11-24,18.28,20.33,9.05,0
2009-11-25,8.76,4.8,6.7,0
2009-11-26,6.49,11.43,5.73,0
2009-11-27,7.11,2.04,5.08,0
2009-11-28,5.8,0.79,3.27,0
2009-11-29,4.28,6.21,3.69,0.01
2009-11-30,3.39,0.27,0.72,0.13
2009-12-01,3,5.75,0.45,0.24
2009-12-02,2.7,0.59,4.6,0.6
2009-12-03,3.44,6.06,3.56,0.36
2009-12-04,2.81,0.86,2.74,0.29
2009-12-05,3.17,9.88,6.55,0.12
2009-12-06,4.74,12.26,7.25,0.01
2009-12-07,11.37,17.19,6.16,0
2009-12-08,5.35,3.52,6.08,0
2009-12-09,8.4,18.45,8.13,0
2009-12-10,5.57,1.79,4.13,0
2009-12-11,3.83,0.05,0.78,0
2009-12-12,3.06,0,1.66,0
2009-12-13,2.59,0,-0.57,0
2009-12-14,2.44,1.3,0.85,0.04
2009-12-15,2.33,0.19,4.27,0.03
2009-12-16,2.22,0.8,2.82,0.02
2009-12-17,1.94,0.52,-0.43,0.11
2009-12-18,1.7,0.04,-2.8,0.25
2009-12-19,1.58,2.95,-1.94,0.53
2009-12-20,1.58,0.89,-1.36,1.61
2009-12-21,2.45,3.8,0.69,2.7
2009-12-22,2.51,3.87,-0.06,4.54
2009-12-23,2.28,0.8,-1.2,5.99
2009-12-24,1.8,0.44,-4.07,6.32
2009-12-25,1.57,2.68,-1.48,6.74
2009-12-26,1.98,3.38,1.31,8.46
2009-12-27,3.87,3.06,1.07,6.93
2009-12-28,2.62,0.01,-4.94,7.15
2009-12-29,2.12,0.5,-0.72,7.16
2009-12-30,2.59,1.24,1.43,6.55
2009-12-31,2.16,0.03,-2.52,6.08
2010-01-01,1.77,0.12,-3.71,6.21
2010-01-02,1.53,0.82,-2.34,6.66
2010-01-03,1.36,0.01,-6.54,7.04
2010-01-04,1.3,0.19,-6.23,7.08
2010-01-05,1.22,2.04,-4.87,8.93
2010-01-06,1.09,0.83,-3.47,9.68
2010-01-07,0.98,0,-9.81,10.01
2010-01-08,0.93,0.01,-12.61,10.03
2010-01-09,0.91,0.21,-9.22,10.24
2010-01-10,0.88,0.32,-1.04,10.22
2010-01-11,0.99,1.63,1,10.21
2010-01-12,0.95,0.1,0.95,9.77
2010-01-13,0.88,0.84,-0.09,9.41
2010-01-14,0.97,1.16,-0.1,10
2010-01-15,7.04,3.1,3.03,7.01
2010-01-16,13.06,14.29,3.4,1.82
