DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,0.11,0.49,18.87,0
2009-10-02,0.11,0,13.89,0
2009-10-03,0.1,0,11.25,0
2009-10-04,0.1,0,12.62,0
2009-10-05,0.1,0.76,15.43,0
2009-10-06,0.1,5.35,13.78,0
2009-10-07,0.09,6.78,12.06,0
2009-10-08,0.1,18.4,10.93,0
2009-10-09,0.11,0.13,7.74,0
2009-10-10,0.11,0.02,2.86,0.01
2009-10-11,0.1,0.5,3.17,0.02
2009-10-12,0.1,0.56,7.6,0.01
2009-10-13,0.1,18.41,5.87,0
2009-10-14,0.11,2.01,6.08,0
2009-10-15,0.11,0.04,9.19,0
2009-10-16,0.11,1.09,8.02,0
2009-10-17,0.11,0.33,5.85,0
2009-10-18,0.11,0,9.71,0
2009-10-19,0.1,0,15.96,0
2009-10-20,0.1,0.58,18.04,0
2009-10-21,0.1,7.83,16.48,0
2009-10-22,0.28,8.72,9.59,0
2009-10-23,0.37,0.06,5.62,0
2009-10-24,0.29,0.21,9.99,0
2009-10-25,0.25,5.57,11.18,0
2009-10-26,0.24,0.43,7.42,0
2009-10-27,0.24,0.01,7.65,0
2009-10-28,0.23,0.87,12.39,0
2009-10-29,0.48,32.93,14.89,0
2009-10-30,1.76,0.49,6.56,0
2009-10-31,0.77,0,9.16,0
2009-11-01,0.56,0,13.33,0
2009-11-02,0.48,0.57,10.49,0
2009-11-03,0.44,0,8.07,0
2009-11-04,0.41,0,9.13,0
2009-11-05,0.38,0,10.78,0
2009-11-06,0.37,0,16.69,0
2009-11-07,0.36,0,16.4,0
2009-11-08,0.34,0.01,16.92,0
2009-11-09,0.62,4.19,14.6,0
2009-11-10,1.07,2.7,12.14,0
2009-11-11,0.56,0.17,11.39,0
2009-11-12,0.47,0.01,13.24,0
2009-11-13,0.43,0,15.49,0
2009-11-14,0.4,0.02,9.66,0
2009-11-15,0.39,12.94,5.7,0
2009-11-16,1.84,24.72,1.05,9.57
2009-11-17,4.04,2.6,1.81,13.93
2009-11-18,1.95,0,3.58,8.1
2009-11-19,1.2,0,5.37,5.6
2009-11-20,0.93,0,6.09,3.51
2009-11-21,0.8,0.08,9.03,1.65
2009-11-22,0.72,0,9.88,0.13
2009-11-23,0.66,5.07,10.13,0.02
2009-11-24,0.65,6.44,6.89,0
2009-11-25,0.63,0.79,4.33,0
2009-11-26,0.56,0,1.93,0
2009-11-27,0.54,0,7.95,0
2009-11-28,0.52,0,10.3,0
2009-11-29,0.5,0.05,5.24,0
2009-11-30,0.47,0,3.77,0
2009-12-01,0.46,0,6.93,0
2009-12-02,0.44,0,1.39,0
2009-12-03,0.42,0.01,-3.26,0
2009-12-04,0.4,0,-4.66,0.01
2009-12-05,0.39,0,-1.09,0.01
2009-12-06,0.39,1.65,-0.83,0.45
2009-12-07,0.38,0.53,-5,1.7
2009-12-08,0.36,15.47,-3.41,8.81
2009-12-09,0.35,0.73,-13.03,17.84
2009-12-10,0.34,0,-13.36,17.69
2009-12-11,0.33,0,-7.94,17.55
