DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,0.6,0.27,12.31,0
2009-10-02,0.61,0.66,11.06,0
2009-10-03,0.6,0,11.19,0
2009-10-04,0.6,0,11.7,0
2009-10-05,0.61,2.24,11.49,0
2009-10-06,0.62,0.18,17.44,0
2009-10-07,0.61,0.01,18.75,0
2009-10-08,0.62,5.5,16.02,0
2009-10-09,0.74,4.15,13.66,0
2009-10-10,0.79,9.79,12.42,0
2009-10-11,1.03,3.4,10.8,0
2009-10-12,0.96,19.43,7.52,0
2009-10-13,0.91,6,4.44,0.01
2009-10-14,0.92,1.64,1.76,0.25
2009-10-15,0.8,0.28,-0.06,0.4
2009-10-16,0.73,4.19,1.84,0.75
2009-10-17,0.79,12.31,2.48,1.71
2009-10-18,0.95,3.13,2.58,1.85
2009-10-19,0.93,0,1.64,1.47
2009-10-20,0.83,0,2.35,1.08
2009-10-21,0.77,0,4.96,0.68
2009-10-22,0.73,2.34,7.71,0.3
2009-10-23,0.71,2.06,6.41,0.16
2009-10-24,0.72,0.16,8.18,0.08
2009-10-25,0.72,0.73,10.01,0.04
2009-10-26,0.74,1.52,9.77,0.01
2009-10-27,0.71,0.11,8.41,0
2009-10-28,0.7,0.01,7.15,0
2009-10-29,0.69,0,7.66,0
2009-10-30,0.66,0.01,7,0
2009-10-31,0.63,0.01,4.63,0
2009-11-01,0.61,0,6.83,0
2009-11-02,0.71,19.22,7.27,0
2009-11-03,1.19,2.7,4.79,0.01
2009-11-04,0.98,8.76,6.52,0.01
2009-11-05,0.87,0.04,4.92,0
2009-11-06,0.75,0,3.45,0
2009-11-07,0.7,0.04,3.18,0
2009-11-08,0.68,1.98,3.56,0.01
2009-11-09,0.81,11.26,2,1.54
2009-11-10,0.91,0.67,2.73,1.83
2009-11-11,0.86,0.48,3.03,1.35
2009-11-12,0.77,1.31,2.62,1.01
2009-11-13,0.76,0.1,8.67,0.46
2009-11-14,0.72,1.06,7.3,0.24
2009-11-15,0.72,0.38,7.7,0.1
2009-11-16,0.88,6.8,9.38,0.04
2009-11-17,1.2,2.96,11.66,0.01
2009-11-18,1.1,4.03,8.65,0
2009-11-19,1.02,0,7.74,0
2009-11-20,0.88,0,7.08,0
2009-11-21,0.79,0.06,7.31,0
2009-11-22,0.75,0.28,6.72,0
2009-11-23,0.72,1.26,8.07,0
2009-11-24,0.71,6.83,8.26,0
2009-11-25,0.7,0,8.02,0
2009-11-26,0.68,1.36,6.43,0
2009-11-27,0.68,0.58,5.31,0
2009-11-28,0.67,0.02,5.36,0
2009-11-29,0.67,0,3.91,0
2009-11-30,0.72,19.54,1.61,3.27
2009-12-01,0.97,15.83,0.62,18.23
2009-12-02,1.35,0.21,-0.21,21.68
2009-12-03,1.25,0.11,-1.16,20.5
2009-12-04,1.26,5,0.73,19.67
2009-12-05,1.38,0.01,-0.48,18.53
2009-12-06,1.13,1.16,4.94,15.2
2009-12-07,1.49,5.21,6.51,7.78
2009-12-08,2.4,7.42,3.67,4.94
2009-12-09,2.02,0.9,1.87,4.4
2009-12-10,1.62,4.46,3.02,3.55
2009-12-11,1.83,14.43,1.47,5.55
2009-12-12,2.53,3.46,-0.61,11.48
2009-12-13,1.89,0.66,-2.66,12.5
2009-12-14,1.44,0.03,-4.34,12.44
2009-12-15,1.15,0.34,-4.62,12.11
2009-12-16,1.02,0.6,-5.79,12.46
2009-12-17,0.93,0.05,-6.74,12.48
2009-12-18,0.85,0.04,-8.46,12.3
2009-12-19,0.8,2.57,-11.44,13.61
2009-12-20,0.78,1.52,-11.48,14.77
2009-12-21,0.8,4.65,-1.74,19.18
2009-12-22,0.77,0.79,1.41,19.8
2009-12-23,1.66,8.09,0.93,19.78
2009-12-24,1.95,1.56,0.47,19.03
2009-12-25,1.76,2.46,2.61,14.68
2009-12-26,1.82,0.03,-0.94,12.99
2009-12-27,1.37,0.8,-1.66,12.77
2009-12-28,1.08,1,-0.04,13.66
2009-12-29,1.01,5.59,1.06,13.96
2009-12-30,1.71,8.42,5.1,8.26
2009-12-31,2.28,1.92,3.1,4.74
2010-01-01,2.05,3.69,0.57,4.05
2010-01-02,1.73,4.81,-4.12,10.1
2010-01-03,1.53,0.01,-6.33,10.85
2010-01-04,1.31,0.02,-5.44,10.58
2010-01-05,1.14,0.02,-7.37,10.33
2010-01-06,0.96,0.44,-5.24,10.43
2010-01-07,0.87,0.11,-4.06,10.41
2010-01-08,0.84,2.68,-3.83,11.5
2010-01-09,0.82,2.16,-5.13,13.55
2010-01-10,0.78,0.35,-6.27,14.69
2010-01-11,0.78,5.18,-5.07,16.54
2010-01-12,0.76,0.97,-4.9,20.7
2010-01-13,0.77,1.29,-5.45,20.99
2010-01-14,0.75,0.57,-2.44,22.23
2010-01-15,0.73,0.03,-5.58,21.93
2010-01-16,0.73,0.05,-5.67,21.74
2010-01-17,1.04,6.63,1.71,22.04
2010-01-18,1.81,0.33,0.45,19.37
2010-01-19,1.41,0.01,-1.65,18.19
2010-01-20,1.16,0.04,-1.46,17.34
2010-01-21,0.99,3.19,-0.65,18.74
2010-01-22,0.92,0.87,-0.62,19.83
2010-01-23,0.87,0.02,-3.34,19.12
2010-01-24,0.84,0.14,-1.46,18.35
2010-01-25,0.81,1.36,-0.93,17.81
2010-01-26,0.78,2.97,-3.93,19.49
2010-01-27,0.76,0.02,-7.39,20.13
2010-01-28,0.76,7.98,-3.52,25.14
2010-01-29,0.77,4.31,-1.9,28.71
2010-01-30,0.77,5.74,-3.54,35.54
2010-01-31,0.74,1,-7.34,37.32
2010-02-01,0.72,2.22,-6.75,38.07
2010-02-02,0.71,2.76,-2.67,41.6
2010-02-03,0.75,11.13,1.44,45.96
2010-02-04,0.82,0.01,-0.02,45.97
2010-02-05,0.81,4.78,-1.01,44.85
2010-02-06,0.96,5.08,1.12,47.33
2010-02-07,1.08,2.86,-0.19,48.39
2010-02-08,1.06,0.01,-3.36,48
2010-02-09,0.98,0.01,-4.75,47.64
2010-02-10,0.91,3.82,-6.21,49.07
2010-02-11,0.88,7.41,-7.16,54.49
2010-02-12,0.83,1.43,-7.4,59.05
2010-02-13,0.78,0.22,-7.62,59.43
2010-02-14,0.75,0.08,-6.88,59.43
2010-02-15,0.74,0.01,-7.99,59.38
2010-02-16,0.72,0,-7.04,59.3
2010-02-17,0.72,0.13,-3.2,58.98
2010-02-18,0.73,0.26,1.06,56.53
