DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,1.52,3.23,9.65,0
2009-10-02,1.48,3.4,6.29,0
2009-10-03,1.45,0.61,6.76,0
2009-10-04,1.39,0,7.63,0
2009-10-05,1.35,0.18,8.78,0
2009-10-06,1.31,0.12,11.98,0
2009-10-07,1.26,0.33,13.22,0
2009-10-08,1.22,2.91,11.38,0
2009-10-09,1.38,12.21,10.56,0
2009-10-10,1.59,12.83,9.78,0
2009-10-11,2.33,3.61,6.45,0
2009-10-12,2.13,21.57,2.12,1.73
2009-10-13,2.46,14.16,-2.67,14.14
2009-10-14,2.12,8.64,-5.61,26.02
2009-10-15,1.92,1.18,-5.89,29.73
2009-10-16,1.82,2.62,-5.39,30.39
2009-10-17,1.83,5.09,-2.5,34.47
2009-10-18,1.81,5.48,-2.71,39.75
2009-10-19,1.76,0.86,-2.89,42.12
2009-10-20,1.65,0,-3.01,41.84
2009-10-21,1.66,0,-1.4,39.78
2009-10-22,2.11,2.15,3.27,33.17
2009-10-23,2.86,3.33,4.02,21.23
2009-10-24,3.12,9.17,2.65,14.48
2009-10-25,2.83,0,4.95,10.24
2009-10-26,2.71,0.46,4.39,6.15
2009-10-27,2.68,0.43,3.51,3.49
2009-10-28,2.55,0,3.28,2.49
2009-10-29,2.41,0.25,3.66,1.75
2009-10-30,2.32,2.01,2.23,1.21
2009-10-31,2.2,0.01,1.25,1
2009-11-01,2.11,0,1.29,0.82
2009-11-02,2.06,4.44,0.86,1
2009-11-03,2.18,6.55,-0.65,7.52
2009-11-04,2.07,8.21,-1.6,11.86
2009-11-05,1.97,0.29,-1.05,14.85
2009-11-06,1.93,5.8,-0.37,14.62
2009-11-07,1.9,1.55,0.38,17.45
2009-11-08,1.84,6.1,-0.31,17.35
2009-11-09,1.92,0.65,0.59,20.88
2009-11-10,1.78,2.11,-1.34,21.03
2009-11-11,1.71,1.62,-1.36,23.13
2009-11-12,1.65,0.4,-0.32,22.97
2009-11-13,1.61,0.23,1.41,20.64
2009-11-14,1.57,0,0.27,16.55
2009-11-15,1.53,0.27,2.36,13.2
2009-11-16,1.5,0.06,2.81,10.26
2009-11-17,1.54,0,3.65,7.11
2009-11-18,1.57,2.43,3.25,4.81
2009-11-19,1.54,0,2.12,3.44
2009-11-20,1.49,0,2.66,2.51
2009-11-21,1.45,0,4.25,1.82
2009-11-22,1.43,0,2.42,1.37
2009-11-23,1.48,4.84,2.19,1.95
2009-11-24,1.45,2.76,2.29,2.08
2009-11-25,1.41,0.01,1.49,1.62
2009-11-26,1.34,0.1,1.11,1.28
2009-11-27,1.34,2.59,1.3,1.14
2009-11-28,1.41,5.36,-0.3,4.86
2009-11-29,1.34,0.05,0.76,5.52
2009-11-30,1.3,5.58,3.25,5.4
2009-12-01,1.61,14.31,0.4,6.85
2009-12-02,1.49,0.08,-2.42,11
2009-12-03,1.34,0,-2.7,10.53
2009-12-04,1.32,3.04,-2.97,10.94
2009-12-05,1.28,0.13,-2.42,12.88
2009-12-06,1.23,0.06,-1.68,12.2
2009-12-07,1.22,1.67,0.06,11.14
2009-12-08,1.25,10.02,-1.35,14.44
2009-12-09,1.25,3.3,-2.34,21.5
2009-12-10,1.2,2.28,-1.64,22.35
2009-12-11,1.25,6.46,-3.03,26.04
2009-12-12,1.18,3.54,-6.14,31.85
2009-12-13,1.13,0.73,-9.23,33.35
2009-12-14,1.08,0.39,-10.51,33.62
2009-12-15,1.04,0.54,-11.21,33.95
2009-12-16,1.03,1.71,-11.5,35.25
2009-12-17,0.99,0.76,-15.93,36.16
2009-12-18,0.93,0.39,-16.15,36.83
2009-12-19,0.88,5.23,-17.04,39.05
2009-12-20,0.88,0.31,-19.28,42.3
2009-12-21,0.88,0.33,-15.57,42.53
2009-12-22,0.94,1.25,-5.14,43.53
2009-12-23,1.07,8.44,-0.15,47.39
2009-12-24,1.08,1.02,1.16,48.02
2009-12-25,1.96,17.79,0.79,45.15
2009-12-26,1.98,0.09,-7.5,49.06
2009-12-27,1.51,0.06,-6.55,48.99
2009-12-28,1.41,0.41,-5.93,49.24
2009-12-29,1.34,0.36,-5.38,49.32
2009-12-30,1.34,0.2,-3.23,49.52
2009-12-31,1.33,1.22,-2.51,49.75
2010-01-01,1.31,1.16,-1.67,50.52
2010-01-02,1.29,6.43,-5.97,55
2010-01-03,1.2,0.66,-9.93,58.02
2010-01-04,1.11,0,-9.56,58.05
2010-01-05,1.09,0.08,-8.36,58.05
2010-01-06,1.17,3.07,-5.32,59.52
2010-01-07,1.17,2.59,-5.78,62.86
2010-01-08,1.16,4.38,-5,65.45
2010-01-09,1.17,4.16,-3.63,69.66
2010-01-10,1.15,1.06,-5.62,72.55
2010-01-11,1.15,3.3,-6.97,74.32
2010-01-12,1.14,0.37,-6.67,76.66
2010-01-13,1.11,0.08,-7.41,76.69
2010-01-14,1.09,0.07,-8.22,76.68
2010-01-15,1.07,0.03,-7.19,76.69
2010-01-16,1.06,0.03,-10.6,76.68
2010-01-17,1.06,4.35,-6.28,78.14
2010-01-18,1.08,4.39,-5.25,83.26
2010-01-19,1.08,0.66,-6.75,85.76
2010-01-20,1.06,0,-11.16,85.8
2010-01-21,1.04,2.82,-10.39,86.76
2010-01-22,1.04,1.02,-7.45,89.35
2010-01-23,1.02,0.03,-8.38,89.65
2010-01-24,0.99,0.01,-11.02,89.61
2010-01-25,0.98,0.22,-9.55,89.58
2010-01-26,0.99,3.34,-8.86,91.55
2010-01-27,0.98,0.04,-13.23,92.87
2010-01-28,0.98,5.08,-10.92,95.13
2010-01-29,0.99,2.07,-8.56,99.35
2010-01-30,0.99,1.84,-8.6,100.36
2010-01-31,0.97,2.01,-10.98,102.84
2010-02-01,0.96,1.12,-13.03,103.97
2010-02-02,0.95,2.31,-12.27,105.86
2010-02-03,0.96,11.16,-8.16,110.37
2010-02-04,0.96,1.13,-4.57,118.8
2010-02-05,0.95,0.69,-3.8,119.01
2010-02-06,0.98,9.36,-3.23,124.7
2010-02-07,0.96,2.37,-7.21,129.57
2010-02-08,0.94,0.1,-8.82,130.96
2010-02-09,0.91,0.01,-11.19,130.96
2010-02-10,0.9,8.02,-9.58,133.19
2010-02-11,0.92,6.99,-10.05,143.23
2010-02-12,0.91,0.88,-9.92,146.35
2010-02-13,0.9,0.15,-10.25,146.78
2010-02-14,0.89,0.07,-9.45,146.82
2010-02-15,0.9,0.15,-9.49,146.96
2010-02-16,0.88,0.01,-10.28,146.96
2010-02-17,0.9,0.04,-4.77,147.02
2010-02-18,0.91,0.2,-1.28,147.1
2010-02-19,0.94,3.33,-0.13,148.06
2010-02-20,0.98,7.68,-4.34,155.05
2010-02-21,0.86,0.04,-7.21,157.44
2010-02-22,0.88,0.07,-5.07,157.33
2010-02-23,0.9,0.01,-1.11,157.31
2010-02-24,0.91,1.01,0.15,157.65
2010-02-25,0.93,1.59,-0.63,158.95
2010-02-26,1.03,8.41,-0.68,162.71
2010-02-27,1.07,0.24,-2.75,167.31
2010-02-28,1.07,0.61,-0.95,167.04
2010-03-01,1.2,6.1,0.18,172.5
2010-03-02,1.14,5.29,-1.87,173.1
2010-03-03,1.1,0.85,-3.07,178.06
2010-03-04,1.04,3.72,-3.53,179.34
2010-03-05,0.97,3.39,-9.68,183.04
2010-03-06,0.9,5.27,-11.34,186.09
2010-03-07,0.9,0.97,-11.38,190.31
2010-03-08,0.86,0.49,-13.05,190.39
2010-03-09,0.87,0.99,-11.73,191.22
2010-03-10,0.87,2.79,-9.23,192.39
2010-03-11,0.88,1.79,-6.19,195.12
2010-03-12,0.87,1.54,-6.34,196.76
2010-03-13,0.85,2.36,-6.07,197.74
2010-03-14,0.86,1.55,-4.6,199.81
2010-03-15,0.87,6.64,-5.14,204.32
2010-03-16,0.9,9.46,-4.89,211.21
2010-03-17,1.01,1.05,-2.06,217.01
2010-03-18,0.99,0,-1.04,216.79
2010-03-19,1,0,0.32,216.34
2010-03-20,1.04,0,1,215.02
2010-03-21,1.13,1,2.16,210.03
2010-03-22,1.3,2.04,2.25,202.55
2010-03-23,1.3,0,2.48,194.48
2010-03-24,1.38,0,1.14,188
2010-03-25,1.65,0.03,3.13,180
2010-03-26,1.85,4.33,3.55,167.51
2010-03-27,2.21,4.82,0.87,161.69
2010-03-28,1.76,3.7,-0.1,161.05
2010-03-29,1.55,0.61,2.35,157.7
2010-03-30,1.59,0.45,2.68,150.38
2010-03-31,1.93,8.35,0.52,148.34
2010-04-01,1.65,8.33,-0.47,149.39
2010-04-02,1.6,3.86,-2.09,156.85
2010-04-03,1.48,0.15,-0.56,157.33
2010-04-04,1.44,1.26,1.79,154.99
2010-04-05,1.53,6,-0.61,155.91
2010-04-06,1.43,0.68,-0.46,156.75
2010-04-07,1.38,0,1.07,155.04
2010-04-08,1.4,0,3.37,149.81
2010-04-09,1.47,0.54,3.73,141.43
2010-04-10,1.54,11.86,0.65,136.1
2010-04-11,1.52,4,-2.93,139.68
2010-04-12,1.46,4.62,-1.62,142.48
2010-04-13,1.41,4.3,0.81,144.53
2010-04-14,1.7,15.16,-0.22,150.32
2010-04-15,1.54,0.97,0.71,153.97
2010-04-16,1.43,1.73,1.26,152.4
2010-04-17,1.42,0.47,2.77,147.75
2010-04-18,1.44,1.32,1.43,141.8
2010-04-19,1.41,1.99,3.21,134.5
2010-04-20,1.48,3.84,3.56,125.08
2010-04-21,1.66,4.41,2.81,116.03
2010-04-22,1.68,1.54,2.22,108.78
2010-04-23,1.77,2.21,4.46,98.94
2010-04-24,2.01,0.59,6.6,85.2
2010-04-25,2.31,0.02,7.12,72
2010-04-26,2.67,15.5,6.46,59.46
2010-04-27,2.71,6.64,5.34,50.1
2010-04-28,2.49,0.05,5.85,42.93
2010-04-29,2.53,0,8.09,35.27
2010-04-30,2.83,0.7,9.76,26.26
2010-05-01,3.21,3.72,8.49,18.37
2010-05-02,3.48,4.41,8.6,11.92
2010-05-03,3.5,9.48,6.21,7.62
2010-05-04,3.52,7.41,7.44,5.02
2010-05-05,3.72,8.64,8.58,2.78
2010-05-06,4.72,5.54,7.38,1.37
2010-05-07,4.3,3.35,5.2,0.91
2010-05-08,3.66,8.14,4.83,0.63
2010-05-09,3.5,3.74,6.44,0.4
2010-05-10,3.25,8.73,7.14,0.23
2010-05-11,3.26,0.81,7.96,0.13
2010-05-12,3.17,7.46,7.85,0.06
2010-05-13,3.41,13.57,6.47,0.03
2010-05-14,3.46,6.77,5.76,0.02
2010-05-15,3.49,11.86,2.57,0.36
2010-05-16,3.66,7.34,1.43,5.21
2010-05-17,3.34,2.81,3.68,4.96
2010-05-18,3.26,4.89,3.01,2.77
2010-05-19,3.08,4.26,2.47,2.26
2010-05-20,2.89,3.13,2.98,2.82
2010-05-21,3.21,8.83,5.63,1.22
2010-05-22,4.57,6.98,7.63,0.33
2010-05-23,4.79,3.82,8.48,0.08
2010-05-24,4.45,0.37,10.89,0.02
2010-05-25,4.24,1.06,12.3,0
2010-05-26,4.37,14.78,10.65,0
2010-05-27,4.93,18.6,9.18,0
2010-05-28,4.86,7.02,8.8,0
2010-05-29,5.36,15.11,8.78,0
2010-05-30,5.31,12.4,8.42,0
2010-05-31,5.48,10.98,3.88,0.14
2010-06-01,5.1,7.38,4.47,0.21
2010-06-02,6.2,28.86,4.87,0.08
2010-06-03,8,7,7.09,0.09
2010-06-04,6.89,2.99,9.48,0.02
2010-06-05,5.93,0,12.43,0.01
2010-06-06,5.18,0.43,14.38,0
2010-06-07,4.86,7.21,12.6,0
2010-06-08,4.53,1.47,14.32,0
2010-06-09,4.17,0.01,15.46,0
2010-06-10,3.88,0,17.1,0
2010-06-11,3.61,0,18.07,0
2010-06-12,3.37,2.88,17.59,0
2010-06-13,3.2,14.01,14.53,0
2010-06-14,3.28,6.25,12.54,0
2010-06-15,2.95,6.17,13.18,0
