DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,0.22,1.55,13.42,0
2009-10-02,0.17,0.66,11.03,0
2009-10-03,0.21,0,10.99,0
2009-10-04,0.18,0,12.18,0
2009-10-05,0.21,5.58,12.14,0
2009-10-06,0.2,1.29,16.94,0
2009-10-07,0.24,0.09,18.76,0
2009-10-08,0.21,3.18,17.29,0
2009-10-09,0.28,7.59,12.23,0
2009-10-10,0.34,9.41,12.18,0
2009-10-11,0.35,3.67,10.67,0
2009-10-12,0.41,16.46,7.76,0
2009-10-13,0.44,4.71,5.26,0
2009-10-14,0.38,0.63,2.35,0.06
2009-10-15,0.32,0.9,1.56,0.33
2009-10-16,0.32,6.54,2.79,0.86
2009-10-17,0.31,8.51,3.63,0.45
2009-10-18,0.39,1.44,3.62,0.28
2009-10-19,0.4,0,2.74,0.19
2009-10-20,0.33,0,2.46,0.14
2009-10-21,0.31,0,3.97,0.1
2009-10-22,0.32,6.38,5.96,0.05
2009-10-23,0.33,0.94,5.86,0.03
2009-10-24,0.29,0.07,8.11,0.01
2009-10-25,0.28,0.63,9.88,0
2009-10-26,0.29,0.27,9.88,0
2009-10-27,0.27,0.17,9.73,0
2009-10-28,0.23,0,8.01,0
2009-10-29,0.29,0.03,6.79,0
2009-10-30,0.27,0.07,8.35,0
2009-10-31,0.33,0,3.73,0
2009-11-01,0.36,0,5.27,0
2009-11-02,0.35,20.23,8.41,0
2009-11-03,0.49,2.85,5.48,0
2009-11-04,0.56,5.5,7.04,0
2009-11-05,0.63,0.31,5.66,0
2009-11-06,0.54,0.01,4.29,0
2009-11-07,0.48,0.07,4.1,0
2009-11-08,0.4,0.78,4.36,0
2009-11-09,0.46,12.35,2.98,0.09
2009-11-10,0.72,0.31,3.29,0.11
2009-11-11,0.59,0.94,3.95,0.07
2009-11-12,0.52,0.14,2.89,0.05
2009-11-13,0.45,0.1,8.03,0.03
2009-11-14,0.44,0.42,8.09,0.01
2009-11-15,0.39,0.01,8.48,0.01
2009-11-16,0.46,5.73,9.32,0
2009-11-17,0.5,1.37,11.65,0
2009-11-18,0.52,0.08,7.57,0
2009-11-19,0.52,0,7.21,0
2009-11-20,0.46,0,7.59,0
2009-11-21,0.42,0.06,7.58,0
2009-11-22,0.38,0.73,7.83,0
2009-11-23,0.36,3.45,8.34,0
2009-11-24,0.37,8.39,9.17,0
2009-11-25,0.44,0,9.15,0
2009-11-26,0.6,1.08,7.48,0
2009-11-27,0.56,0.09,6.32,0
2009-11-28,0.47,1.13,6.39,0
2009-11-29,0.41,0,5.69,0
2009-11-30,0.36,8.32,3.87,0.02
2009-12-01,0.4,9.18,2.87,0.23
2009-12-02,0.54,0.01,2.23,0.17
2009-12-03,0.66,0.48,3.01,0.14
2009-12-04,0.61,3.58,2.32,0.12
2009-12-05,0.54,0.25,0.9,0.1
