DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,0.09,0.65,19.76,0
2009-10-02,0.08,0.05,21.88,0
2009-10-03,0.08,0,24.45,0
2009-10-04,0.08,0,24.48,0
2009-10-05,0.08,0.1,22.8,0
2009-10-06,0.08,0.07,24.39,0
2009-10-07,0.08,0,25.84,0
2009-10-08,0.08,1.27,26.08,0
2009-10-09,0.08,23.33,21.78,0
2009-10-10,0.09,5.9,21.14,0
2009-10-11,0.13,0.43,21.54,0
2009-10-12,0.15,0.46,22.37,0
2009-10-13,0.15,0.01,24.95,0
2009-10-14,0.15,0.44,24.54,0
2009-10-15,0.14,0.34,25.18,0
2009-10-16,0.13,1.65,25.99,0
2009-10-17,0.11,2.85,25.27,0
2009-10-18,0.11,0.01,26.22,0
2009-10-19,0.1,0.49,26.84,0
2009-10-20,0.11,0.59,26.38,0
2009-10-21,0.09,0.14,26.58,0
2009-10-22,0.09,15.34,25.82,0
2009-10-23,0.1,25.8,24.95,0
2009-10-24,0.13,3.58,23.33,0
2009-10-25,0.13,0.58,25.04,0
2009-10-26,0.14,3.89,23.94,0
2009-10-27,0.17,10.47,22.23,0
2009-10-28,0.6,30.54,21.09,0
2009-10-29,1.55,41.84,20.34,0
2009-10-30,1.93,52.63,20.46,0
2009-10-31,3.56,49.5,21.44,0
2009-11-01,8.4,26.75,21.9,0
2009-11-02,10.91,10.65,22.52,0
2009-11-03,5.52,0.05,23.26,0
2009-11-04,5.49,0.02,23.96,0
2009-11-05,3.1,0.01,24.03,0
2009-11-06,2.08,0.07,24.18,0
2009-11-07,2.08,0.05,24.17,0
2009-11-08,1.16,0.09,25.42,0
2009-11-09,1.03,1.82,26.02,0
2009-11-10,0.9,10.35,24.44,0
2009-11-11,0.95,0.01,25.07,0
2009-11-12,1.03,0.01,24.56,0
2009-11-13,0.94,0.01,24.1,0
2009-11-14,0.87,0.02,24.06,0
2009-11-15,0.72,0.06,25.49,0
2009-11-16,0.68,0.52,26.6,0
2009-11-17,2.33,12.31,22.48,0
2009-11-18,1.54,1.26,22.63,0
2009-11-19,1.52,1.08,24.2,0
2009-11-20,1.39,0.02,24.59,0
2009-11-21,1.18,0.01,24.68,0
2009-11-22,0.9,0,24.45,0
2009-11-23,0.75,0,25.03,0
2009-11-24,0.69,0,25.49,0
2009-11-25,0.58,0,24.61,0
2009-11-26,0.31,0.01,25.02,0
2009-11-27,0.31,0.03,26.14,0
2009-11-28,0.31,0.05,27.07,0
2009-11-29,0.31,0.01,28.06,0
2009-11-30,0.31,10.27,25.96,0
2009-12-01,0.96,1.23,23.96,0
2009-12-02,0.66,4.33,25.13,0
2009-12-03,0.31,15.44,24.94,0
2009-12-04,0.31,12.9,23.19,0
2009-12-05,0.31,17.11,22.47,0
2009-12-06,1.08,0.41,23.5,0
2009-12-07,1.3,0.08,25.04,0
2009-12-08,1.14,0,25.54,0
2009-12-09,1.08,0.02,25.92,0
2009-12-10,0.84,0,24.52,0
2009-12-11,0.4,0.23,24.61,0
2009-12-12,0.31,0,25.83,0
2009-12-13,0.31,0,27.95,0
2009-12-14,0.31,1.17,25.94,0
2009-12-15,0.31,1.35,25.01,0
2009-12-16,0.31,0.37,25.12,0
2009-12-17,0.31,0.07,26.01,0
2009-12-18,0.31,0.74,26.75,0
2009-12-19,0.31,6.55,24.4,0
2009-12-20,0.31,13.1,22.83,0
2009-12-21,1,1.43,24.38,0
2009-12-22,0.61,1.08,24.43,0
2009-12-23,0.34,1.48,24.92,0
2009-12-24,0.31,2.12,25.72,0
2009-12-25,0.31,3.86,23.97,0
2009-12-26,0.31,6.81,25.33,0
2009-12-27,0.3,5.94,25.83,0
2009-12-28,0.3,3.59,25.41,0
2009-12-29,0.31,1.9,25.56,0
2009-12-30,0.31,12.31,25.14,0
2009-12-31,0.31,17.93,23.4,0
2010-01-01,0.31,0.18,25.38,0
2010-01-02,0.31,0.12,24.95,0
2010-01-03,0.31,1.02,24.88,0
2010-01-04,0.31,0.61,25.36,0
2010-01-05,0.3,0.06,25.78,0
2010-01-06,0.3,0.44,26.41,0
2010-01-07,0.3,2.15,26.74,0
2010-01-08,0.3,0.17,26.75,0
2010-01-09,0.3,0.37,26.66,0
2010-01-10,0.28,0.67,25.41,0
2010-01-11,0.28,0.18,26.29,0
2010-01-12,0.25,0.03,26.91,0
2010-01-13,0.19,0.28,26.93,0
2010-01-14,0.19,0.13,27.95,0
2010-01-15,0.2,0.1,28.26,0
2010-01-16,0.21,0.15,26.97,0
2010-01-17,0.21,0.24,26.74,0
2010-01-18,0.17,0.22,26.28,0
2010-01-19,0.15,0.07,27.93,0
2010-01-20,0.15,0.08,27.56,0
2010-01-21,0.14,0.03,28.41,0
2010-01-22,0.14,0.21,28.5,0
2010-01-23,0.13,0.3,27.69,0
2010-01-24,0.12,0.2,27.55,0
2010-01-25,0.12,0.23,27.54,0
2010-01-26,0.12,0.1,27.19,0
2010-01-27,0.12,0.29,26.48,0
2010-01-28,0.11,0.24,27.36,0
2010-01-29,0.11,1.46,26.82,0
2010-01-30,0.11,0.34,27.08,0
2010-01-31,0.11,0.7,26.93,0
2010-02-01,0.11,0.55,27.19,0
2010-02-02,0.11,0.08,27.83,0
2010-02-03,0.1,0.32,27.61,0
2010-02-04,0.11,1.82,25.86,0
2010-02-05,0.11,3.72,24.85,0
2010-02-06,0.11,1.82,25.47,0
2010-02-07,0.11,1.97,26,0
2010-02-08,0.12,0.3,27.2,0
2010-02-09,0.12,2.22,27.47,0
2010-02-10,0.12,0.6,26.85,0
2010-02-11,0.13,8.12,24.65,0
2010-02-12,0.13,1.02,25.8,0
2010-02-13,0.13,0.91,26,0
2010-02-14,0.13,1.26,25.89,0
2010-02-15,0.12,0.35,26.95,0
2010-02-16,0.11,0.11,27.75,0
2010-02-17,0.11,0.03,28.71,0
2010-02-18,0.11,0.26,28.13,0
2010-02-19,0.11,0.23,27.29,0
2010-02-20,0.1,2.63,25.96,0
2010-02-21,0.09,1.71,26.19,0
2010-02-22,0.09,1.69,26.73,0
2010-02-23,0.08,1.07,27.21,0
2010-02-24,0.07,0.09,28.71,0
2010-02-25,0.07,0.04,29.35,0
2010-02-26,0.07,0.06,28.02,0
2010-02-27,0.08,0.81,26.48,0
2010-02-28,0.08,3.3,25.97,0
2010-03-01,0.09,2.7,26.06,0
2010-03-02,0.1,9.22,24.65,0
2010-03-03,0.11,2.72,24.29,0
2010-03-04,0.3,39.64,22.65,0
2010-03-05,1.25,11.73,23.58,0
2010-03-06,1.67,14.53,24.07,0
2010-03-07,1.67,54.2,24.33,0
2010-03-08,1.82,2.3,26.25,0
2010-03-09,1.16,15.19,25.67,0
2010-03-10,0.98,11.28,25.71,0
2010-03-11,0.84,13.97,25.38,0
2010-03-12,0.92,6.82,26.15,0
2010-03-13,0.82,2.23,26.69,0
2010-03-14,0.81,0,26.8,0
2010-03-15,0.74,0.05,25.81,0
2010-03-16,0.44,0.02,25.3,0
2010-03-17,0.31,4.14,23.79,0
2010-03-18,0.31,11.2,22.57,0
2010-03-19,0.31,3.87,23.37,0
2010-03-20,0.31,2.72,24.11,0
2010-03-21,0.31,3.97,24.63,0
2010-03-22,0.31,10.77,24.91,0
2010-03-23,0.31,5.79,24.67,0
2010-03-24,0.31,1.6,24.28,0
2010-03-25,0.27,1.58,24.04,0
2010-03-26,0.25,3.28,23.59,0
2010-03-27,0.25,2.04,23.84,0
2010-03-28,0.27,3.63,23.99,0
2010-03-29,0.3,0.58,24.6,0
2010-03-30,0.3,0.32,25.47,0
2010-03-31,0.3,0.23,25.59,0
2010-04-01,0.26,2.17,24.14,0
2010-04-02,0.25,2.89,23.74,0
2010-04-03,0.26,1.52,23.67,0
2010-04-04,0.25,8.98,24.05,0
2010-04-05,0.3,6.89,24,0
2010-04-06,0.34,23,23.86,0
2010-04-07,1.26,1.51,23.32,0
2010-04-08,1.7,0.01,21.82,0
2010-04-09,1.47,0.3,21.32,0
2010-04-10,1.2,0.06,21.35,0
2010-04-11,0.78,0.41,20.86,0
2010-04-12,0.63,1.85,21.09,0
2010-04-13,0.48,2.73,20.84,0
2010-04-14,0.41,1.79,21.83,0
2010-04-15,0.41,0.69,22.48,0
2010-04-16,0.41,4.49,22.38,0
2010-04-17,0.46,1.91,22.7,0
2010-04-18,0.59,2.12,22.97,0
2010-04-19,0.58,0.71,22.82,0
2010-04-20,0.58,0.02,22.54,0
2010-04-21,0.56,0.4,23.23,0
2010-04-22,0.44,0.86,24.18,0
2010-04-23,0.43,0,24.41,0
2010-04-24,0.4,0.03,24.16,0
2010-04-25,0.38,1.87,23.25,0
2010-04-26,0.38,0.82,23.36,0
2010-04-27,0.31,0.45,24.01,0
2010-04-28,0.28,1.56,23.85,0
2010-04-29,0.28,2.96,22.49,0
2010-04-30,0.27,2.8,21.69,0
2010-05-01,0.26,3.08,21.01,0
2010-05-02,0.25,2.11,21.54,0
2010-05-03,0.25,1.18,21.36,0
2010-05-04,0.23,0,20.86,0
2010-05-05,0.23,0,21.54,0
2010-05-06,0.22,0,23.21,0
2010-05-07,0.22,0.04,23.24,0
2010-05-08,0.22,0.13,23.33,0
2010-05-09,0.21,0.02,24.14,0
2010-05-10,0.22,4.12,21.07,0
2010-05-11,0.31,4.41,19.15,0
2010-05-12,0.68,0.44,21.53,0
2010-05-13,0.72,1.41,23.66,0
2010-05-14,0.78,0.84,21.46,0
2010-05-15,0.72,0.39,21.47,0
2010-05-16,0.62,0.06,21.91,0
2010-05-17,0.46,0,22.7,0
2010-05-18,0.43,0.18,21.3,0
2010-05-19,0.41,0.17,21.73,0
2010-05-20,0.38,0.04,21.75,0
2010-05-21,0.34,0.47,22.95,0
2010-05-22,0.31,1.51,22.86,0
2010-05-23,0.29,2.04,21.92,0
2010-05-24,0.27,2.08,21.74,0
2010-05-25,0.26,0.9,22.59,0
2010-05-26,0.26,0.25,22.39,0
2010-05-27,0.26,1.55,21.27,0
2010-05-28,0.27,0.23,20.87,0
2010-05-29,0.27,0.46,20.75,0
2010-05-30,0.27,1.57,21.03,0
2010-05-31,0.28,0.08,23.7,0
2010-06-01,0.26,3.62,19.56,0
2010-06-02,0.26,2.71,18.11,0
2010-06-03,0.19,1.01,19.18,0
2010-06-04,0.2,0.97,19.15,0
2010-06-05,0.2,0.03,20.47,0
2010-06-06,0.2,0.02,21.26,0
2010-06-07,0.22,0.46,19.84,0
2010-06-08,0.2,0.18,19.82,0
2010-06-09,0.2,0.01,19.72,0
2010-06-10,0.19,0.28,18.9,0
2010-06-11,0.19,0.07,19.91,0
2010-06-12,0.19,0.89,18.89,0
2010-06-13,0.19,0,17.28,0
2010-06-14,0.19,0,17.59,0
2010-06-15,0.16,0.06,16.98,0
2010-06-16,0.17,0.15,18.11,0
2010-06-17,0.18,0,19.33,0
2010-06-18,0.18,0,19.88,0
2010-06-19,0.17,0.01,19.21,0
2010-06-20,0.17,0,21.17,0
2010-06-21,0.17,0,22.64,0
2010-06-22,0.17,0,23.04,0
2010-06-23,0.17,0.81,20.24,0
2010-06-24,0.17,2.45,19.3,0
2010-06-25,0.17,0.11,19.79,0
2010-06-26,0.17,0.11,19.37,0
2010-06-27,0.17,1.1,19.13,0
2010-06-28,0.19,0.2,19.89,0
2010-06-29,0.19,0.04,19.67,0
2010-06-30,0.19,0.03,19.12,0
2010-07-01,0.19,0.74,19.53,0
2010-07-02,0.19,0.42,19.66,0
2010-07-03,0.19,1.08,19.4,0
2010-07-04,0.19,0.2,20.02,0
2010-07-05,0.22,3.99,18.96,0
2010-07-06,0.22,0.7,19.48,0
2010-07-07,0.23,0.07,19.38,0
2010-07-08,0.25,1.15,20.1,0
2010-07-09,0.27,1.46,20.79,0
2010-07-10,0.27,3.81,19.19,0
2010-07-11,0.24,1.94,20.14,0
2010-07-12,0.21,0.29,20.77,0
2010-07-13,0.2,0.08,21.45,0
2010-07-14,0.2,0.01,22.23,0
2010-07-15,0.19,2.07,21.35,0
2010-07-16,0.18,0.47,20.81,0
2010-07-17,0.18,0.6,19.88,0
2010-07-18,0.17,11.19,19.24,0
2010-07-19,0.17,0.81,18.93,0
2010-07-20,0.22,0.29,18.74,0
2010-07-21,0.23,0.05,18.68,0
2010-07-22,0.22,1.13,19.92,0
