DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,0.18,0.37,11.54,0
2009-10-02,0.18,0.47,14.99,0
2009-10-03,0.17,0.01,16.24,0
2009-10-04,0.16,0,13.65,0
2009-10-05,0.14,0,14.49,0
2009-10-06,0.14,0.11,13.41,0
2009-10-07,0.14,1.45,15.1,0
2009-10-08,0.16,0,13.43,0
2009-10-09,0.15,0.17,19.12,0
2009-10-10,0.15,1.09,17.06,0
2009-10-11,0.15,0,12.76,0
2009-10-12,0.14,0.12,10.58,0
2009-10-13,0.14,0.01,13.2,0
2009-10-14,0.16,4.27,7.96,0
2009-10-15,0.32,9.97,5.82,0
2009-10-16,0.36,0.79,6.48,0
2009-10-17,0.26,0.18,6.53,0
2009-10-18,0.24,0.21,6.17,0
2009-10-19,0.24,0,6.68,0
2009-10-20,0.24,0,11.38,0
2009-10-21,0.22,0,14.18,0
2009-10-22,0.22,0,14.75,0
2009-10-23,0.22,5.33,15.3,0
2009-10-24,0.24,14.6,16.4,0
2009-10-25,0.4,0,10.86,0
2009-10-26,0.3,0.01,10.44,0
2009-10-27,0.34,21.02,11.14,0
2009-10-28,1.19,9.32,13.53,0
2009-10-29,0.81,0.07,12.4,0
2009-10-30,0.73,0.97,12.48,0
2009-10-31,0.71,6.28,14.5,0
2009-11-01,2.26,26.02,9.1,0
2009-11-02,2.12,0.01,10.38,0
2009-11-03,1.76,0,9.1,0
2009-11-04,1.51,0.53,6.49,0
2009-11-05,1.29,0.03,5.88,0
2009-11-06,1.11,0,5.43,0
2009-11-07,0.99,0,7.32,0
2009-11-08,0.89,0,12.47,0
2009-11-09,0.81,0,13.64,0
2009-11-10,0.77,8.54,12.17,0
2009-11-11,2.12,66.11,6.68,0
2009-11-12,3.59,25.98,4.08,0.05
2009-11-13,3.59,1.24,9.6,0.02
2009-11-14,3.15,0,12.92,0
2009-11-15,2.71,0,11.84,0
2009-11-16,2.34,0.01,11.91,0
2009-11-17,2,0.06,9.23,0
2009-11-18,1.76,4.39,8.83,0
2009-11-19,3.43,16.73,10.58,0
2009-11-20,4.3,0,8.87,0
2009-11-21,3.76,0,6.79,0
2009-11-22,3.21,0.08,6.93,0
2009-11-23,3.03,5.72,6.51,0
2009-11-24,2.87,0.36,8.79,0
2009-11-25,2.62,0.39,8.72,0
2009-11-26,2.44,3.21,6.69,0
2009-11-27,2.2,0.68,2.94,0
2009-11-28,2,0,3.99,0
2009-11-29,1.8,0.52,7.89,0
2009-11-30,1.68,3.92,6.96,0
2009-12-01,1.55,0,4.6,0
2009-12-02,3.21,43.17,5.07,0
2009-12-03,7.39,3.08,8.05,0
2009-12-04,5.47,0,4.13,0
2009-12-05,4.75,18.5,1.18,5.54
2009-12-06,3.86,0,-3.36,10.74
2009-12-07,3.29,0,-0.06,9.75
2009-12-08,2.97,10.23,0.52,8.48
2009-12-09,9.31,19.66,5,5.89
2009-12-10,7.53,0,-0.16,3.35
2009-12-11,5.92,0,-3.38,3.11
2009-12-12,4.79,0,-1.43,2.89
2009-12-13,6.12,19.64,0.67,2.84
2009-12-14,6.06,0.11,3.44,2.04
2009-12-15,5.49,0.01,6.15,0.78
2009-12-16,4.7,0,0.33,0.49
2009-12-17,4.06,0,-0.32,0.45
2009-12-18,3.59,17.21,-1.76,3.25
2009-12-19,3.39,36.89,-4.02,44.4
2009-12-20,2.79,0.03,-5.68,54.21
2009-12-21,2.5,0.01,-5.26,53.9
2009-12-22,2.24,0.04,-3.55,53.62
2009-12-23,2.08,0,-2.23,52.92
2009-12-24,1.9,0,-3.52,52.2
2009-12-25,4.02,17.54,-0.96,52.63
2009-12-26,9.21,1.03,2.52,44.28
2009-12-27,7.79,0,-1.23,38.55
2009-12-28,6.2,0.01,-3.51,37.09
2009-12-29,5.03,0,-6.53,36.47
2009-12-30,4.24,0.01,-6.53,35.95
2009-12-31,3.86,5.93,0.01,37.51
2010-01-01,3.41,0,-1.84,35.42
2010-01-02,3.03,0.01,-9.25,34.23
2010-01-03,2.69,0,-10.29,33.56
2010-01-04,2.5,0.06,-8.43,33
2010-01-05,2.32,0.03,-7.72,32.55
2010-01-06,2.06,0,-5.43,31.94
2010-01-07,1.9,0.4,-4.89,31.17
2010-01-08,1.78,0.1,-8.34,30.83
2010-01-09,1.64,0,-8.18,30.3
2010-01-10,1.55,0,-6.97,29.65
2010-01-11,1.47,0.03,-5.8,28.78
2010-01-12,1.37,0.11,-4.63,27.99
2010-01-13,1.29,0,-2.02,26.89
2010-01-14,1.25,0,0.24,24.18
2010-01-15,1.19,0,1.91,19.81
2010-01-16,1.17,0,3.81,14.38
2010-01-17,1.66,19.83,3.41,9.31
2010-01-18,1.57,0,4.74,5.84
2010-01-19,1.47,0,4.99,3.47
