DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,0.94,0,12.81,0
2009-10-02,0.79,13.01,14.16,0
2009-10-03,0.75,0,13.91,0
2009-10-04,0.6,0,12.36,0
2009-10-05,0.46,0,13.14,0
2009-10-06,0.36,4.97,14.19,0
2009-10-07,0.29,0.27,13.15,0
2009-10-08,0.58,5.67,12.06,0
2009-10-09,12.37,34.55,17.35,0
2009-10-10,14.71,0.25,12.38,0
2009-10-11,8.61,0,10.24,0
2009-10-12,2.29,0.06,12.71,0
2009-10-13,1.38,0.08,13.03,0
2009-10-14,0.99,8.2,7.55,0
2009-10-15,0.85,4.44,8.13,0
2009-10-16,0.84,0.81,7.06,0
2009-10-17,0.86,0.63,5.68,0
2009-10-18,0.64,0,5.43,0
2009-10-19,0.5,0,7.07,0
2009-10-20,0.44,0,11.83,0
2009-10-21,0.38,0,13,0
2009-10-22,0.33,0.01,14.49,0
2009-10-23,0.84,18.26,15.59,0
2009-10-24,1.33,0.69,11.13,0
2009-10-25,1.64,0,9.38,0
2009-10-26,0.93,0,11,0
2009-10-27,0.65,10.45,10.81,0
2009-10-28,4.02,7.38,13.39,0
2009-10-29,3.8,0.45,14.3,0
2009-10-30,1.82,0.04,19.19,0
2009-10-31,8.15,17.85,11.81,0
2009-11-01,9.03,0,7.29,0
2009-11-02,3.77,0,8.42,0
2009-11-03,1.85,0,7.92,0
2009-11-04,1.28,1.99,5.95,0
2009-11-05,0.99,0.01,7.57,0
2009-11-06,0.8,0,6.99,0
2009-11-07,0.64,0,11.87,0
2009-11-08,0.54,0,13.4,0
2009-11-09,0.46,0,13.47,0
2009-11-10,0.39,0,13.29,0
2009-11-11,0.35,0,10.3,0
2009-11-12,0.31,0,7.96,0
2009-11-13,0.29,0,9.36,0
2009-11-14,0.27,0,11.65,0
2009-11-15,0.25,0,12.34,0
2009-11-16,0.23,0.57,11.8,0
2009-11-17,0.22,2.96,11.72,0
2009-11-18,0.21,12.11,11.23,0
2009-11-19,0.21,1.35,8.59,0
2009-11-20,0.19,0.07,8.08,0
2009-11-21,0.17,0,7.62,0
2009-11-22,0.16,0,8.14,0
2009-11-23,0.16,0.26,9.2,0
2009-11-24,0.15,0.22,10.39,0
2009-11-25,0.15,0.51,10.05,0
2009-11-26,0.14,0.64,5.66,0
2009-11-27,0.13,0.25,2.46,0.08
2009-11-28,0.13,0,4.88,0.08
2009-11-29,0.12,0.56,10.36,0.03
2009-11-30,0.14,8.32,6.37,0
2009-12-01,0.15,0,4.37,0
2009-12-02,0.34,15.55,6.13,0
2009-12-03,1.39,1.29,5.05,0
2009-12-04,0.64,0,1.43,0
2009-12-05,0.54,1.21,-1.3,0.8
2009-12-06,0.37,0,-2.09,1.13
2009-12-07,0.3,0.48,0.1,1.34
2009-12-08,1.02,22.76,2.41,1.28
2009-12-09,13.08,8.53,5.93,0.41
2009-12-10,12.04,0,-4.08,0.24
2009-12-11,3.04,0,-3.53,0.22
2009-12-12,1.28,0,-1.18,0.21
2009-12-13,1.41,7.43,4.58,0.15
2009-12-14,2.43,0.54,7.89,0.05
2009-12-15,1.95,0.1,3.61,0.01
2009-12-16,1.21,0,-2.54,0.01
2009-12-17,0.91,0,-1.21,0.01
2009-12-18,0.76,6.07,0.53,0.43
2009-12-19,1.15,10.06,0.69,10.67
2009-12-20,2.89,1.53,-0.84,13.3
2009-12-21,2.77,0.65,-0.77,14
