DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,0.76,5.46,6.67,0.02
2009-10-02,0.79,2.32,5.38,0.01
2009-10-03,0.74,1.27,4.27,0.01
2009-10-04,0.69,0,7.37,0
2009-10-05,0.68,0,7.86,0
2009-10-06,0.66,0,8.54,0
2009-10-07,0.66,0,8.55,0
2009-10-08,0.64,0,7.97,0
2009-10-09,0.64,0.46,7.7,0
2009-10-10,0.63,0.53,6.68,0
2009-10-11,0.64,0.02,4.48,0
2009-10-12,0.63,1.05,3.05,0.51
2009-10-13,0.79,13.33,3.89,1.14
2009-10-14,14.03,38.85,5.88,0.77
2009-10-15,6.2,8.04,7.75,0.31
2009-10-16,34.53,38.71,10.39,0.1
2009-10-17,63.61,74.54,9.98,0.03
2009-10-18,25.44,0.45,8.13,0.01
2009-10-19,10.14,0.09,7.52,0
2009-10-20,6.61,2,6.84,0
2009-10-21,6.48,9.36,7.08,0
2009-10-22,5.27,1.98,5.57,0
2009-10-23,12.66,36.94,6.83,0
2009-10-24,8.03,0.28,4.71,0
2009-10-25,5.95,13.88,4.04,0
2009-10-26,10.09,23.1,4.19,0.6
2009-10-27,7.35,1.17,2.31,1.17
2009-10-28,5.8,5.54,1.7,1.34
2009-10-29,6.77,13.72,4.37,5.34
2009-10-30,13.27,34.99,8.06,2.01
2009-10-31,32.38,3.97,5.13,0.44
2009-11-01,12.21,0.01,3.38,0.28
2009-11-02,8.51,0.99,3.86,0.22
2009-11-03,6.82,0.03,5.27,0.16
2009-11-04,5.87,0,8.2,0.1
2009-11-05,33.7,55.23,5.53,0.08
2009-11-06,37.17,22.92,2.02,3.18
2009-11-07,24.62,19.23,1.14,13.12
2009-11-08,18.34,7.78,1.51,15.03
2009-11-09,41.47,33.48,1.9,17.64
2009-11-10,32.05,21.08,1.05,25.82
2009-11-11,22.14,2.69,-0.03,29.69
2009-11-12,16.08,2.61,0.41,30.14
2009-11-13,13.7,17.82,-0.92,40.55
2009-11-14,10.94,5.74,-3.38,44.09
2009-11-15,20.82,38.47,1.57,52.52
2009-11-16,88.89,116.55,3.72,47.21
2009-11-17,69.56,24.84,0.19,47.26
2009-11-18,33.54,41.56,-1.24,62.8
2009-11-19,41.63,81.01,2.33,94.82
2009-11-20,64.6,25.91,1.05,92.03
2009-11-21,33.54,34.69,-0.98,101.24
2009-11-22,24.78,26,0.1,138.49
2009-11-23,20.98,17.24,0.95,144.59
2009-11-24,23.96,4.06,3.36,143.01
2009-11-25,26.76,18.68,4.12,136.48
2009-11-26,36.68,14.53,2.48,126.83
2009-11-27,23.3,0.45,0.01,122.3
2009-11-28,16.85,12.33,1.44,122.8
2009-11-29,15.02,1.76,2.75,115.72
2009-11-30,13.75,2.03,1.51,107.21
2009-12-01,12.42,0.16,-0.3,103.84
2009-12-02,10.74,0,-1.96,102.36
2009-12-03,9.71,0,-2.3,101.11
2009-12-04,9.15,0.11,-3.86,100.49
2009-12-05,8.46,0.71,-5.16,100.26
2009-12-06,7.73,0.12,-5.96,100.47
2009-12-07,7.02,0,-11.04,99.97
2009-12-08,6.58,0.03,-11.57,99.77
2009-12-09,6.16,0.02,-9.84,99.63
2009-12-10,5.8,0,-8.82,99.47
2009-12-11,5.57,0.01,-6.65,99.28
2009-12-12,5.25,0.01,-5.8,98.99
2009-12-13,4.97,1.71,-5.28,99.45
2009-12-14,4.79,23.3,-3.25,104.93
2009-12-15,6.72,25.01,0.64,126.19
2009-12-16,21.64,45.03,1.31,131.67
2009-12-17,20.32,3.88,1.48,130.73
2009-12-18,15.71,6.49,2.26,125.76
2009-12-19,15.3,10.62,2.14,118.35
2009-12-20,40.97,39.79,3.93,110.78
2009-12-21,53.86,18.16,0.08,104.38
2009-12-22,27.76,0.37,-2.82,104.5
2009-12-23,18.67,0,-2.32,104.35
2009-12-24,14.65,0,-1.52,103.87
2009-12-25,12.47,0,-1.44,102.96
2009-12-26,11.02,0,-1.65,102.07
2009-12-27,9.83,0.01,-2.26,101.53
2009-12-28,8.95,0.55,-0.26,101.49
2009-12-29,8.36,8.42,-0.78,102.68
2009-12-30,7.91,4.06,-0.57,111.11
2009-12-31,8.19,22.42,0.16,117.86
2010-01-01,28.91,54.5,2.26,123.43
2010-01-02,27.43,7.19,1.17,123.94
2010-01-03,13.04,2.12,0.66,122.24
2010-01-04,22.3,31.08,2.65,118.01
2010-01-05,19,3.87,4.34,111.12
2010-01-06,13.32,2.35,2.94,104.81
2010-01-07,10.03,2.75,2.61,102.2
2010-01-08,21.81,26.3,3.66,98.72
2010-01-09,28.91,3.42,4.22,93.62
2010-01-10,18.83,8.46,4.5,89.35
2010-01-11,73.52,58.69,4.37,84.04
2010-01-12,76,28.39,3.99,78.33
2010-01-13,53.7,19.34,3.33,73.62
2010-01-14,44.44,35.3,2.13,74.92
2010-01-15,55.18,26.44,1.19,83.06
2010-01-16,35.69,3.2,0.05,84.31
2010-01-17,34.7,26.64,2.49,85.8
