DATE,Q_mmd,prcp_mmd,T_mean_C,swe_mm
2009-10-01,1.75,0,11.9,0
2009-10-02,1.46,1.45,14,0
2009-10-03,1.23,0.01,13.44,0
2009-10-04,0.97,1.33,12.36,0
2009-10-05,0.75,0.88,13.78,0
2009-10-06,0.62,9.07,14.75,0
2009-10-07,0.63,6.4,14.3,0
2009-10-08,0.68,0.07,14.01,0
2009-10-09,0.59,11.77,19.44,0
2009-10-10,0.62,4.91,13,0
2009-10-11,0.8,0.3,11.6,0
2009-10-12,0.64,1.41,12.14,0
2009-10-13,0.59,1.27,14.15,0
2009-10-14,0.65,10,11.13,0
2009-10-15,1.73,13.67,10.95,0
2009-10-16,2.43,1.33,7.07,0
2009-10-17,1.89,1.56,4.54,0
2009-10-18,1.55,0.01,3.65,0
2009-10-19,1.3,0,5.57,0
2009-10-20,1.09,0,9.9,0
2009-10-21,0.95,0,12.35,0
2009-10-22,0.84,0,13.72,0
2009-10-23,0.78,9.5,16.02,0
2009-10-24,0.79,3.7,11.58,0
2009-10-25,0.77,0,8.4,0
2009-10-26,0.68,0,10.27,0
2009-10-27,0.64,16.29,10.63,0
2009-10-28,0.81,2.74,12.55,0
2009-10-29,1.21,0.5,13.84,0
2009-10-30,1.06,0.01,15.79,0
2009-10-31,0.99,16.79,11.35,0
2009-11-01,1.84,1.66,7.74,0
2009-11-02,2.39,0,8.41,0
2009-11-03,1.88,0,7.62,0
2009-11-04,1.51,0.24,7.05,0
2009-11-05,1.27,0.04,6.06,0
2009-11-06,1.08,0,5.97,0
2009-11-07,0.94,0,9.57,0
2009-11-08,0.85,0,11.94,0
2009-11-09,0.77,0,11.3,0
2009-11-10,0.74,17.69,10.27,0
2009-11-11,1.3,6.62,9.18,0
2009-11-12,1.48,0.17,7.28,0
2009-11-13,1.28,0,8.99,0
2009-11-14,1.15,0,12.1,0
2009-11-15,1.01,0,12.73,0
2009-11-16,0.89,0,12.19,0
2009-11-17,0.81,1.52,11.07,0
2009-11-18,0.75,9.42,10.75,0
2009-11-19,0.73,1.31,8.6,0
2009-11-20,0.68,0,6.63,0
2009-11-21,0.62,0,7.12,0
2009-11-22,0.58,2.63,6.93,0
2009-11-23,0.56,0.82,8.09,0
2009-11-24,0.53,0.02,8.36,0
2009-11-25,0.51,0.66,8.62,0
2009-11-26,0.49,0.77,4.67,0
2009-11-27,0.47,0.29,1.76,0.22
2009-11-28,0.46,0,4.04,0.21
2009-11-29,0.44,0.43,8.01,0.12
2009-11-30,0.46,12.5,6.07,0.03
2009-12-01,0.54,0,4.04,0.02
2009-12-02,0.62,19.49,7.25,0.01
2009-12-03,1.29,1.61,4.52,0
2009-12-04,1.51,0.18,1.87,0.12
2009-12-05,1.31,6.67,-0.88,4.56
2009-12-06,1.16,0,-0.96,6.35
2009-12-07,0.98,0.11,0.02,5.87
2009-12-08,0.92,15.87,2.66,4.86
2009-12-09,18.54,14.63,7.67,1.29
2009-12-10,9.74,0,-3.05,0.62
2009-12-11,4.15,0,-4,0.59
2009-12-12,2.73,0.27,-1.2,0.53
2009-12-13,5.06,16,4.13,0.37
2009-12-14,7.37,0.66,7.73,0.15
2009-12-15,4.2,1.15,6.42,0.03
2009-12-16,2.89,0,-1.4,0.02
2009-12-17,2.29,0,0.38,0.02
2009-12-18,2.11,35.25,0.42,8.23
2009-12-19,4.09,8.19,-0.44,38.02
2009-12-20,3.67,2.16,-1.15,41.49
2009-12-21,2.81,0.29,-1.76,41.95
2009-12-22,2.39,0.01,1.25,40.4
2009-12-23,2.31,0,3.42,35.11
2009-12-24,2.37,1.15,3.45,27.77
2009-12-25,6.34,20.02,5.71,14.15
2009-12-26,11.28,0,0.61,7.24
2009-12-27,5.74,0.3,1.27,6.56
2009-12-28,3.73,0.34,-2.51,6.15
2009-12-29,2.79,0.25,-3.15,6.26
2009-12-30,2.28,0.34,0.26,6
2009-12-31,2.08,8.7,1.73,8.68
2010-01-01,2.03,0.8,-2.42,7.43
2010-01-02,1.82,0.14,-8.74,7.32
2010-01-03,1.65,0,-9.77,7.11
2010-01-04,1.54,0.29,-8,6.98
2010-01-05,1.47,0.39,-7.57,7.16
2010-01-06,1.37,0.02,-7.61,7.1
2010-01-07,1.21,3.44,-5.22,7.64
2010-01-08,1.18,0.33,-11.1,10.18
2010-01-09,1.07,0.58,-9.33,10.32
2010-01-10,1.02,0.08,-9.83,10.43
2010-01-11,0.89,0.73,-6.74,10.25
2010-01-12,0.87,0.7,-5.54,11.07
2010-01-13,0.83,0,-3.82,10.32
2010-01-14,0.78,0,0.33,8.74
2010-01-15,0.77,0.17,3.29,7.2
2010-01-16,0.75,0.88,4.44,5.29
2010-01-17,1.51,29.02,4.9,2.51
2010-01-18,3.26,0.2,3.35,1.07
2010-01-19,2.85,0.17,5.52,0.69
2010-01-20,2.43,8.46,4.69,0.28
2010-01-21,3.17,11.87,3.85,0.15
2010-01-22,3.88,1.31,3.88,0.08
2010-01-23,3.61,0.03,5.16,0.04
2010-01-24,3.14,32.4,8.04,0.01
2010-01-25,13.71,6.98,3.67,0.15
2010-01-26,8.2,0.24,-2.04,0.6
2010-01-27,4.59,0,-1.55,0.7
2010-01-28,3.26,0.01,1.18,0.65
2010-01-29,2.62,4.25,-2.96,1.25
2010-01-30,2.38,20.72,-4.04,19.55
2010-01-31,2.1,0.02,-8.02,25.09
2010-02-01,1.83,0,-4.72,23.73
2010-02-02,1.72,5.55,0.07,25
2010-02-03,1.73,0.12,-1.15,24.96
2010-02-04,1.72,1.66,-1.16,24.27
2010-02-05,4.5,36.44,2.06,23.31
2010-02-06,13.5,6,0.24,21.39
2010-02-07,7.82,0.19,-2.86,22.36
2010-02-08,4.68,0.18,-2.12,21.61
2010-02-09,3.58,9.55,1.47,20.68
2010-02-10,3.76,2.63,-6.1,19.42
2010-02-11,3.23,0.18,-4.39,19.97
2010-02-12,2.74,0.14,-4.17,19.32
2010-02-13,2.41,0.16,-5.2,18.61
2010-02-14,2.13,0.17,-2.79,17.59
2010-02-15,1.96,5.37,-2.65,20.44
2010-02-16,1.82,0.91,-6.2,22.05
2010-02-17,1.66,1.08,-4.84,22.43
2010-02-18,1.53,0.24,-2.41,22.55
2010-02-19,1.43,0.01,-0.49,21.22
2010-02-20,1.35,0,1.87,18.2
2010-02-21,1.27,0,4.3,13.59
2010-02-22,1.26,7.82,4.31,8.4
2010-02-23,1.33,2.18,1.64,4.83
2010-02-24,1.41,0.9,-0.64,5.33
2010-02-25,1.39,1.04,-4.46,6.23
2010-02-26,1.31,0.03,-2.9,6.31
2010-02-27,1.23,1.41,-1.9,6.78
2010-02-28,1.16,0.73,-1.27,7.64
2010-03-01,1.08,0.17,0.3,7.59
2010-03-02,1.01,3.06,-0.02,8.48
2010-03-03,1,1.52,-1.32,10.74
2010-03-04,0.95,0.49,-0.82,11.31
2010-03-05,0.88,0,-1.65,10.58
2010-03-06,0.81,0,0.95,9.12
2010-03-07,0.77,0,3.4,7.11
2010-03-08,0.76,1.02,7.13,4.82
2010-03-09,0.76,0.21,9.97,2.13
2010-03-10,0.81,0.77,9.5,0.64
2010-03-11,0.99,4.07,9.82,0.16
2010-03-12,1.16,18.49,10.72,0.02
2010-03-13,1.69,10.78,6.96,0
2010-03-14,1.83,3.71,4.73,0
2010-03-15,1.65,1.58,4.61,0
2010-03-16,1.5,0.1,6.14,0
2010-03-17,1.4,0.28,6.9,0
2010-03-18,1.32,0.07,8.86,0
2010-03-19,1.21,0,9.67,0
2010-03-20,1.11,0,11.22,0
2010-03-21,1.03,2.5,10.6,0
2010-03-22,1.3,4.12,4.69,0.03
2010-03-23,1.62,0.98,5.03,0.44
2010-03-24,1.5,0,10.68,0.25
2010-03-25,1.45,5.18,10.55,0.07
2010-03-26,1.55,3.09,5.46,0.11
2010-03-27,1.52,0,7.03,0.13
2010-03-28,1.54,12.92,8.89,0.03
2010-03-29,4.06,2.61,6.55,0.01
2010-03-30,3.46,0.14,7.75,0
2010-03-31,2.6,0,11.03,0
2010-04-01,2.11,0,16.08,0
2010-04-02,1.82,0,18.81,0
2010-04-03,1.63,0,16.93,0
2010-04-04,1.48,0,15.46,0
2010-04-05,1.33,4.72,17,0
2010-04-06,1.21,0,19.43,0
2010-04-07,1.11,0,18.77,0
2010-04-08,1.1,25.77,12.73,0
2010-04-09,1.64,0,8.23,0
2010-04-10,1.44,0,10.23,0
2010-04-11,1.29,0,14.03,0
2010-04-12,1.19,0.03,14.69,0
2010-04-13,1.1,0.01,16.29,0
2010-04-14,1.03,0.24,16.8,0
2010-04-15,0.96,0.12,17.55,0
2010-04-16,0.92,0,18.36,0
2010-04-17,0.89,2.76,12.89,0
2010-04-18,0.86,0,8.81,0
2010-04-19,0.8,0,10.4,0
2010-04-20,0.76,7.74,11.35,0
2010-04-21,0.76,3.47,11.09,0
2010-04-22,0.76,0.05,13.7,0
2010-04-23,0.71,4.18,14.57,0
2010-04-24,0.7,15.94,15.37,0
2010-04-25,1.95,15.48,16.06,0
2010-04-26,2.37,6.46,9.86,0
2010-04-27,2.03,13.6,7.59,0
2010-04-28,2.21,0,7.94,0
2010-04-29,2.09,0,12.32,0
2010-04-30,1.79,0,17.13,0
2010-05-01,1.57,8.34,18.74,0
2010-05-02,5.18,2.26,21.81,0
2010-05-03,22.48,24.17,19.55,0
2010-05-04,13.77,0.03,18.3,0
2010-05-05,5.51,0,18.9,0
2010-05-06,3.44,0.45,18.89,0
2010-05-07,2.57,0,20.34,0
2010-05-08,2.13,2.57,14.09,0
2010-05-09,1.79,0,8.54,0
2010-05-10,1.58,0.01,10.61,0
2010-05-11,1.44,3.91,14.56,0
2010-05-12,1.3,1.23,18.8,0
2010-05-13,1.12,0.17,20.91,0
2010-05-14,0.99,6.57,20.79,0
2010-05-15,1.08,3.98,19.81,0
2010-05-16,1.38,9.13,17.7,0
2010-05-17,1.76,18.06,16.98,0
2010-05-18,1.7,4.06,15.53,0
2010-05-19,2.07,0.96,13.77,0
2010-05-20,1.79,0,15.9,0
2010-05-21,1.51,6.23,17.02,0
2010-05-22,1.35,7.44,18.02,0
2010-05-23,1.24,0,19.45,0
2010-05-24,1.08,0.39,19.37,0
2010-05-25,0.96,0.16,19.57,0
2010-05-26,0.86,0.9,20.09,0
2010-05-27,0.79,0.37,21.16,0
2010-05-28,0.74,6.78,20.57,0
2010-05-29,0.9,0.19,20.93,0
2010-05-30,0.97,0.94,21.42,0
2010-05-31,0.82,10.41,19.79,0
2010-06-01,0.91,4.9,20.4,0
2010-06-02,0.95,0.8,21.88,0
2010-06-03,0.77,6.27,22.45,0
2010-06-04,0.66,2.33,22.36,0
2010-06-05,0.69,1.35,22.58,0
2010-06-06,0.66,9.33,21.03,0
2010-06-07,0.63,0,18.63,0
2010-06-08,0.59,0,19.77,0
2010-06-09,0.54,4.61,20.77,0
2010-06-10,0.59,7.33,21.08,0
2010-06-11,0.56,2.36,22.96,0
2010-06-12,0.93,12.57,22.54,0
2010-06-13,1.63,12.25,23.07,0
2010-06-14,1.28,4.68,23.82,0
2010-06-15,1.48,2.23,24.36,0
2010-06-16,1.28,9.38,22.94,0
2010-06-17,0.99,0.03,22.59,0
2010-06-18,0.77,0,22.57,0
2010-06-19,0.63,5.12,23.15,0
2010-06-20,0.55,0,23.85,0
2010-06-21,0.5,2.93,23.94,0
2010-06-22,0.72,1.11,24.5,0
2010-06-23,0.66,0.5,25.92,0
2010-06-24,0.5,2.52,24.82,0
2010-06-25,0.46,3.15,23.74,0
